"nbProvider","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"W_W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"coeff_radius_max","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"range_vision_consumer","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400"
"Witness","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"W_I","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"[reporter]","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt"
,"3.550350675342763","3.5271374995695397","2.37085506427953","3.7833499256103065","3.5833949569041557","3.370897534738477","4.720997300617684","3.0104406393853544","3.954637568787558","3.493726698535996","4.062939363574115","3.2024870252730753","3.3286393779328605","3.9298624176227426","4.196903232547507","3.469872898684275","3.609098295621938","3.031550795551197","3.7517708244790087","4.3024926026183445","3.982144568153169","3.490972258840132","3.8864847225743038","3.7251317206119565","3.516746600793622","4.626597556457298","3.417463633492917","3.0410476090661165","3.8124100484811896","4.036597348427917"
,"3.0747553144422985","3.160416953976261","2.349422788865998","3.6692002300304254","3.7089956519919944","3.245797514606993","4.840979749168969","3.6601349254103983","3.271878277529202","2.9951920426323313","4.084516036201759","3.6882347429292572","3.370036049809021","3.5739656628719763","4.167228015944581","3.931740031993411","3.5328848130358588","3.3111566977665166","3.448995861347695","4.453853916033721","4.667635701368237","3.265768826991163","4.370223506900456","4.03596273822055","3.6761084676492346","4.550904369998782","3.251704079791246","3.3530218130445646","3.3904051271205726","4.127638858650728"
,"3.483118687008301","3.4532456322617286","2.7855542563728592","3.391510215246519","3.8909789725336785","3.578371059784465","4.785322914149344","3.9823105032953596","4.1106464755308","3.0295523473692128","3.9580286018329796","3.866549892569422","3.175840846914018","4.229896411740422","3.8189507358873214","3.6629799897624316","3.452559998098891","3.3905606052770008","3.5395922754401896","4.503117830236485","3.9516722574994225","3.304235930563535","4.176193307603158","3.81529968493227","3.705371902261569","4.694540528497306","3.2389480473192744","3.3801654622159685","3.2475515104482677","4.120442117177504"
,"3.2652536583179996","3.2892300444736056","2.875086257604133","3.7683526861492873","3.6126682635025347","3.0484253045290908","4.598087141486662","3.7408969541422956","3.549758865616809","3.030189233117613","3.8300758909703823","3.932731016757477","3.4616757108829423","4.094690353494531","4.09171181840968","3.7139008864769556","3.290148596094102","2.910649057649383","3.6827247390819036","4.599566839153215","4.36392737895427","3.1452705061472277","4.021444618610262","3.946915879811316","3.7927376340423034","4.818548434481253","3.426564522677793","2.768866945192385","3.433897154982825","4.144700285228555"
,"3.4678495783606365","2.973046956868648","2.852842721425914","3.290290497730276","3.7769340725066303","3.1875447959133867","5.047025010560226","3.7258890812712457","3.757913007652543","3.1570173419663887","3.8134907750828915","3.8359123929748176","2.9866951963641797","3.9035511542379315","3.9970473019706265","3.4746093916268186","3.5961947212006202","3.4403779361867337","3.4178935902989207","4.768250784789591","4.035612791196529","3.441540645576754","4.031625685588679","3.8602457781611452","3.8096538055008717","4.9227647150137015","3.358888367722857","3.102301736608613","3.5143945594642267","4.070492997374162"
,"3.281729882137257","3.3782822982214182","2.790345046091595","3.593617008151858","3.845556525373591","3.418527484019703","4.505201847290841","3.4582003561880583","3.630314489791928","3.2774365854107645","3.612385716761903","3.6385514227188187","3.288670973498822","4.34443967434659","3.702348680707147","3.8480783080658107","3.4040039832766906","3.271587773698261","3.6766182158547074","4.2124669236963905","3.978014225817988","3.4079059862890055","3.8445342302520014","3.5991925123049398","3.7569316579406267","4.728993146757","3.2206121336118976","3.0991603207741814","3.4576482875427343","4.131853260185378"
,"3.4418195260319355","3.336879120241275","3.1986131962790156","3.534777315566215","3.839466813460268","3.402788799964023","5.014496605659971","3.744566107169412","3.426506826991337","3.0698127350391813","4.1169435773722975","3.6160960294836544","3.309272960932456","4.292747310967198","4.474861091621771","3.653626376921307","3.3378045568788783","3.1220131714905155","3.6292107340480015","4.385140430964324","4.258537354371849","3.579317753016752","3.948603789906981","3.463664421749731","3.7484581706192426","5.038944390688822","3.0003366122723665","3.094877283825875","3.961551874978738","4.3671176517381065"
,"3.7571652441911487","3.248649531726055","2.8346735339274964","3.815091618674613","3.814057093024852","3.1866435475168435","4.761555074344544","3.4237974407968146","3.737441836796351","3.5784490683390415","4.126020938593424","3.510857241920905","3.543224011249322","4.222743638887276","4.023743082752953","3.6090147309356113","3.2035913107275764","3.3663195741589504","3.222514658367184","4.526725683633048","4.10869587644761","3.143208362278693","3.867988567712199","4.012803873072688","3.8468578317246016","5.008759662671155","2.9738183030406873","2.9259247428333603","3.1240897702455204","3.9818882994049383"
,"3.465385555558596","3.4036179959671045","2.959683678410888","3.4955190306613955","3.7406510944243347","3.2303831467661333","4.905164748498243","3.585377379444979","3.8714747779064758","3.0826742225312005","4.089696260736334","3.6381810345056604","3.553582105116057","3.715653087428951","4.044506027371282","3.821052780817151","3.3904634594564893","3.166010774773054","3.354441163719029","4.33405157815266","3.9466366817541894","2.887733001657577","3.8134807766782934","4.227170529388916","3.637524347816503","5.012527410543942","3.482647796388793","2.9726294213221474","3.7406958149098664","4.650334766550096"
,"3.668269607567993","3.280135505772968","2.9545768132799535","3.6169902784171746","3.726702944008502","3.594808360428261","4.784968215004976","3.420040738371342","3.633681464347557","2.969531424637294","3.845878628455398","3.5091354279690328","3.1522375858293197","4.3312548522042285","4.315522197421808","3.6914604556448385","3.3748165445344824","3.1658993224044942","3.5651269352464006","4.542317029939279","3.8333448304460163","3.7502916291601287","4.256331761046505","3.8762224630620934","3.9954044213659854","5.0130308680398645","3.0253222908007147","2.9751174434610625","3.3574816877561737","4.278534627094723"
,"3.762284160243426","3.149077990046833","3.191906369380363","3.2401125251557126","3.6727216639146065","3.3029786034914177","4.873961972865049","3.7178267084789693","3.5854671322525795","2.984831481100915","4.086396361999324","3.6289746246316867","3.2956037776722065","4.221838549637439","4.121644083377453","3.526539010774224","3.5616623953035527","3.2115095293987364","3.647577254365263","4.405700909150682","4.241717394034147","3.628887463300851","3.9053794760901366","3.6951022059885905","4.15015083949574","4.630652109546277","3.101782360331855","2.5689006234438883","3.4507908233965714","4.240246362900742"
,"3.5706418580115433","3.2385667641202303","2.990928697601351","3.397074610500946","4.029325257496854","3.2520261086259246","4.238549229834019","3.5596130666580716","3.420509611620497","3.2984108437123725","3.7655837862226074","3.717165206157477","3.3204602951301028","3.8450496681232753","4.067164096337109","3.7645065249938323","3.508070392590778","3.094095961392379","3.8975085256441364","4.317358647711946","3.898478834308098","3.3901835543720336","4.132442323540341","4.319680123239226","3.712681210505333","4.775603705591508","3.0370760733917987","3.003222339786461","3.891327450618467","4.448447400465168"
,"3.3491295131440064","3.1577337972713","3.037267598222713","3.2617706893636935","4.056068171683657","3.169923795393857","4.665677530837354","3.5673970999042957","4.111071315567232","3.257516992509619","4.00358036104333","3.5677900769357813","3.1368907673428286","4.02014224423132","4.3160934580073205","3.903349206289812","3.442986770945344","3.354566361868676","3.567731449147505","4.630384349356551","4.216260270498881","3.2776727889376893","3.9387345041872814","3.743546332133148","3.722126195489773","4.785108177115541","3.0515800435203326","3.3804354358121724","3.444880329906812","4.165882151977848"
,"3.4940740654807403","3.1567934387447774","2.648033669138039","3.5186095578889316","3.9196648029018517","3.614018986371029","4.250929019836341","3.707060683861243","3.9262739388509273","3.234530615031045","4.000388116924289","3.6018247163401433","3.310638735306458","3.791976344089754","4.391172534113946","3.456715501321581","3.757339056835376","3.268369681740363","3.8280474432484946","4.57414827193735","4.050574232182565","3.4626465230613697","4.084014348798266","3.6366214126978784","3.9902890874535544","4.770370706121123","2.8655238331896222","2.764975304580556","3.67968547912407","4.347194427052878"
,"3.4350525877368567","3.1578819765437376","2.483080444600625","3.308660392921456","3.7024012567503433","3.2159681293050224","4.618495301799317","3.5207401844625803","3.7929191023792934","3.2363065566565057","3.473869368971474","3.569927049509236","3.2922477232330776","3.9846825806399555","4.306926021650195","4.01757842556121","3.2952824942593426","3.187751839874032","3.9988112143573367","4.678815703779168","4.140124899210961","3.8278314226254455","4.160490035723635","3.713434234348006","4.119325452802149","4.817722883257183","3.300965593832736","3.260980259245953","3.578699293362027","4.278207523766859"
,"3.30544522825635","2.8692221694657754","2.4639988466506386","3.5631490361899836","4.133970521419327","3.2429224530321226","5.040029042430018","3.3196942684712085","3.732919608512643","3.231575214623051","3.8022093245458364","3.9531134950389997","3.1945207273655405","3.957745097349896","4.028433927260458","3.589274528473427","3.396121759783324","3.2534057316776304","3.5632230258748954","4.5671941399483655","4.26036361915091","3.0446727574364574","3.990582228533374","3.538119863254829","3.816173386357173","4.866044159141398","3.2691347489630083","2.8853711723878757","3.8467891229478774","4.1901479107278465"
,"3.202834159624327","3.7831414006607753","2.961298742488458","3.6645543228831645","3.8394909607845094","3.317651559383425","4.858187339880992","3.593749006019976","3.5956981674157085","3.6253874929398693","4.022972208524409","3.62289699826576","2.899226937577148","3.7083753563594097","3.499516015615387","3.944930969018109","3.6672226521163402","3.192439790940254","3.895152311394284","4.647280139980403","4.3327996331129075","3.0053527431894747","4.07323497960393","3.800382505939544","3.9927151688075195","5.115834944669233","3.3394176432173404","2.931402997932284","3.709592929251387","3.630858492466985"
,"3.0506724368111624","3.5742440157436177","2.7837116009229774","3.697208413274552","3.6960012301304284","3.070010450121135","4.632646515185398","3.790681312782231","3.3594821088935047","3.3029788873686714","4.234518917091292","3.4333322190497566","3.4436056210726083","3.740460250741414","4.1098705255812185","3.8495340260390982","3.493427077446978","3.3307059883370154","3.455064073917714","4.643160098372095","4.17837623764564","3.1085819899197698","4.000974904410822","3.476503922084361","3.253695674422612","4.916349580168751","3.0818507714186163","3.2419294087305786","3.6960475365556884","4.353933449568281"
,"3.1593928134162175","3.3982577224281885","3.1349582677254952","3.7067030435365806","3.9740828286276435","3.45412693680149","4.6257909489568405","3.917091296760569","4.219391948346296","2.9262422037833566","3.929623003602408","3.72821813217064","3.4337182390487833","3.6059114830769197","3.9710398419855473","3.7769001722003486","3.357712180809285","3.258434413291883","3.7156609153528963","4.492739855900976","4.00810008168691","3.4604794823820915","4.6076444489485695","3.8213953484592955","3.9240721977541644","4.888962022028041","2.684791532581172","2.761275335566755","3.744304504134319","4.254594504055683"
,"3.7485338486181172","3.3482112343187573","3.0120253890785436","3.1653431884467964","3.7399370059873305","3.783910522003238","4.652564088491878","3.5354868188027146","3.761714477849897","3.4949473668363766","3.9547029274833387","3.702968648690121","3.4640287639975402","3.975314491303767","3.9472454388815104","3.8845373375140797","3.182455538432851","3.156900792404452","3.367033536564659","4.016627627779986","3.9904800031117613","3.127067396201628","4.2431163375858665","3.9037494357410147","3.7709560947203653","4.678132284227477","2.7427323802872805","2.828580635783461","3.5019852534638676","4.004392958667103"
,"3.5171748064861035","3.399919021499953","2.94949038972252","3.652086425119939","3.6555437559407755","3.030884534846156","4.378157660009243","3.5637397516395466","3.523331345290325","3.0437675591652575","4.186473417757822","3.6138529359045077","3.4967618385084402","3.911261478822277","4.105383618032871","3.8172855634946408","3.278371660741706","3.2589006938954195","3.6884494734239324","4.389128540311057","3.9714505071091932","3.1988181178619426","4.199219453093024","4.02575449549227","3.66115494470081","4.591411954086965","3.259952591744429","3.0788808599292774","3.435872236535604","4.36053409849906"
,"3.5365406289763928","3.474093604547571","2.9084931478460545","3.780538051439514","3.7094714031822003","3.2809955687632915","4.80507604291298","3.5297064748338953","3.4398812230520996","2.9875197751365192","3.8998159473655636","3.6697295713005547","3.376492502307729","4.452783262916572","3.998190852761546","4.146333794185528","3.792751303867555","2.7606755831020697","3.7250701238261326","4.140581654415329","4.100872828873483","3.5196734859552947","4.466329970714352","4.087361837038572","3.8448133330132603","4.610097889814429","2.9760418715566743","2.8000322470988754","3.5291871498522362","4.352429885345369"
,"3.561338182563538","3.401608021358078","2.7043766148682997","3.4995503421444303","3.780833352089686","3.423836201772838","4.842533841008968","3.6678236124251073","3.8790964028706427","3.117269179217753","3.8620463788312076","4.014396925383312","3.4903180219840144","4.268427319050232","3.8758521797572016","3.9232228838930525","3.6106023244718766","3.2064452975800166","3.421500207892031","4.529602801149491","4.26890646663051","3.4305553209992095","4.024383164244277","3.868130414901941","3.913019253326896","4.80551685076659","3.076784445546795","3.0592145847397267","3.7819018907110213","4.2821857638457095"
,"3.64859016686382","3.414435476024611","3.233637132302806","3.5094141194465514","3.9576197374756408","3.614688927872406","4.6644414037048465","3.620470724744543","3.6431554002827746","3.219448467033274","4.171796491901325","3.1819046245875238","3.339367546437322","4.334813689179475","3.7182550203892273","3.743609972883653","3.9487788508327504","3.1199038488356927","3.795365689491212","4.6693395903756825","3.925419345332726","3.1019734900484215","4.236125259261431","3.4776940857141594","3.398427074246126","4.805556797617808","3.1783824087142776","3.1653742038889012","3.7183532105797528","4.468319014554223"
,"3.380219458659944","3.551610288110883","2.919492793191996","3.9322189049590635","4.072914213588277","3.5920326686337285","4.321965356222497","3.603499534462948","3.9058519262655915","3.2316119860192485","4.022106494512599","3.863052735326647","3.5302748058456137","4.395982399202407","4.283373988403495","3.8070207978393165","3.6304530128956065","3.651277010633154","3.5113384973019643","4.805634181811813","4.054501613895323","3.4032628702437284","4.052480367105515","3.895293079626293","3.852788559666071","4.9679402654682","3.0218870298425697","2.9490711422608284","3.465037553770339","4.471144590622451"
,"3.6022805751387765","3.155893860245671","2.875548852059443","3.3696814606375205","4.059260507694207","3.182419005204012","4.597610623911873","3.3481283938362583","4.019004641837494","3.1837401634435105","4.114370949573088","3.4237963517016867","3.526817962927723","4.0875844003338155","3.5655823937232034","3.9024161584365897","3.238757094860299","3.6453554336014284","3.671617305936574","4.212747211975447","4.404118336180565","3.149380963722723","4.063835288652063","4.004979561256939","3.619616718590422","4.6784031276104745","3.2334776922885893","3.0602719191051837","3.6877633776049477","4.088166977855633"
,"3.8822221439279683","3.008155574786151","2.648402443484446","3.4757650932848994","3.578263000208026","2.841299790025409","4.841204418679459","3.6270841087076318","4.054299709930611","2.9939886062323926","3.8030036629178747","3.685815896235546","3.232110894320279","3.955270923012694","4.076662975316803","3.8672380179618497","3.2612637117989243","3.3973612586941573","3.567248445998815","4.695295096711687","3.5416823278321883","3.6294580676640105","4.071997193100006","3.441669494526137","3.9176705699566394","4.759419418251745","2.8415646816267137","3.162914372547159","3.314316265895562","4.231001740981384"
,"3.3967965626459264","3.0075672421599884","2.6185703274854757","3.4658835481840917","3.8301472997188846","3.1794382536928194","4.699103652473518","3.699087886395092","3.6661839865820376","2.7747459812673045","4.048806599491578","3.7423505223374987","3.1039178723391325","4.040833461379269","3.9292992766946484","3.7074963814107127","3.473052444490769","3.2445916049738632","3.586514063922735","4.347595491114214","4.372764268938454","3.3110945860457197","4.344443243093288","3.7344215039657893","3.9450107453056424","4.95193010773799","3.325511727246927","2.8769669197612853","3.0286406395523935","4.087019913684227"
,"3.310149028025324","3.289185525383955","2.6449603394302583","3.0935880607078516","3.5960998284996015","3.541201392143866","4.789840027285223","3.7761655275152832","3.651604449904221","3.1613714984504515","3.833275828171395","3.3618887261499237","3.1510831419268315","4.082973565103306","3.6991850907283035","3.5834243868231854","3.4071094276566583","3.0796130119583474","4.093488936839657","4.671173452200801","4.3889839839628015","3.1209276659923786","4.125110926337609","3.8146136351113515","3.5061411213691134","4.844062524251109","2.81224205417141","3.048380917989533","3.5107285569115074","3.9958759725730433"
,"3.38826615931906","3.2640659819379834","2.8177828867420485","3.256926411113932","3.828223073776401","3.8356395907941905","4.863976570395795","3.4545544921589335","4.002036836256831","3.1425574639701552","4.1250564422060965","3.959696215163401","3.2029935247882455","3.7093921483706405","3.612704972136427","3.6262456119210933","3.355707528197073","3.398700693065957","3.582544979827329","4.7282363625636625","3.937672346355479","3.0424162147321945","4.104807319839576","3.7702634885639372","3.5477726383975354","4.831380090212569","3.5438900962442084","3.009972536215634","3.7488055427981766","4.245331707775545"
,"2.876521519324207","3.3510801277453717","3.1233387273736324","3.7311350820464937","4.159601896500057","3.460961067156172","4.609230126917269","3.5457148933729203","3.550920240280304","3.1822591426937046","4.066496179869408","3.6227038667628193","3.2448447847224395","3.981798775540091","4.06110527251048","3.9621643566712343","3.413235936078264","2.8426160070967104","3.5997374255724095","4.100488534629109","4.184674213284068","2.833463993187147","4.079528410733754","3.9326015239882244","3.6474887147896835","5.162106061820252","2.6880491712817824","2.8812711766572314","3.431721641840383","4.517257624108674"
,"3.5375433503420246","3.039167704950661","2.975294398204538","3.3344860702143317","3.492790970972507","3.523279378272623","4.269119927920745","3.724163111801713","4.232006032590822","3.0913427438060377","3.702408333539839","3.818523488341581","3.2217346998263374","3.991767408690119","4.022758510836828","3.994104895277439","3.5672563864264677","3.261359149502179","3.529923013813419","4.549363987535566","3.801926495214286","3.2187637184566538","3.8955578118914818","3.8485327333775508","3.6764387247991657","4.5396868818183815","2.622746082432748","3.365780762684323","3.85108653615441","4.037344361383388"
,"3.3491665695594857","3.3102761914235708","3.270275214129444","3.3205561765488927","3.6988919780804004","3.155945297581638","4.612582987168416","3.509033470362668","3.6629840398255546","2.8854192233234577","4.353118747083269","3.840582803214677","3.3279851542746743","3.89612243876167","3.7050308335849933","3.518605468878289","3.49770223835488","3.5572722118327174","3.572544939104206","4.52637223183582","4.190748595890757","3.38727574722989","4.066116120443879","3.944721448130594","4.088725116505535","4.902670996305528","3.217000033655605","2.934030756634565","3.6496472695586837","4.1897325006094785"
,"3.2822487978054795","3.4569596368141937","2.8545758798041114","3.6674692085182583","3.8838522578946617","3.646874446131353","4.581166556072853","3.7111587537678195","3.632774194428499","3.50609547430589","4.004199307649255","3.473928640975231","3.174169091738263","3.9026449439693143","3.9163567098994085","3.75057077339156","3.575257694297105","3.0434237602634155","3.4355495574248627","4.397191636986183","3.9911600774211498","3.041720275117596","4.0302961399378265","3.920912887808763","3.552088389438181","4.992106140555033","3.240141408913369","3.08419047551551","3.7531348793753563","4.060499496352137"
,"3.543551551898057","3.1733424660529717","2.991137123634768","3.8912651526135127","3.794361165688554","3.139749499653422","4.42982788392867","3.8606401492581353","4.233719850622983","3.3600758405115827","4.3731905878813855","3.90551355951098","3.2748976644686176","3.9119755494680097","3.951480465288947","3.8413483965478323","3.3062064940191376","3.4133534729956025","3.4987777020017696","4.397575926857546","4.271137499951263","2.7987355120031823","4.009896830622952","3.853236385696828","3.6147175196953616","4.961521095250528","2.952681401549258","2.833468066195539","3.6321003077629137","4.251660289648977"
,"3.426965748104556","3.3103403497713604","2.5328608227170433","3.729263446652366","3.955636412503097","3.6288372915190705","4.707871299042446","3.785715565217339","3.8646872546377002","2.8930510907871407","4.16085961435083","3.706913068325483","3.64763088832972","3.9240551978230864","3.728626812840661","3.83806174254092","3.894463837637154","3.503835577127101","3.4808823487085063","4.364164695488105","4.106252418188642","3.180010931059775","4.031813283224911","3.6787111528033134","3.771438762512238","4.772382739003186","3.301773421462419","2.744661624282224","3.8141859339557205","4.50770876916521"
,"3.499138129765929","3.5341242661001466","2.800062226516467","3.987396745350413","3.785260840252156","3.364205885133457","4.548064334615009","3.674337779187773","3.8264097139431983","3.16812775888169","4.054866690325873","3.708548137336688","3.358470105844817","4.146810646035221","3.935204087424176","3.9837038348643867","3.3578412124221426","3.206123046617758","3.7212461600136884","4.3733632147351695","4.018618926490984","3.3196616581125515","4.027534267374007","3.8836144254881724","3.5634322087999775","4.759241626276544","3.113738377938427","2.9505049086311903","4.027436060138715","4.425538654120623"
,"3.459647153307053","3.2524352009258077","3.008214698944809","3.5233899822795447","4.070215813439551","3.499435267883697","4.785551727544459","3.5731309387405994","3.7178296568469493","3.1789820104861213","4.002216623905557","3.73670581457097","3.0973535423422964","4.155651499505614","4.054382996424204","3.652823780030743","3.737127375809177","3.740987454155142","3.559604771243001","4.693232921730436","3.9783046423173385","3.1132613340877606","3.9474291367546535","3.601205073860741","4.074831991314982","5.196201479777275","3.1961314771122145","3.2220125980292735","3.4018713940363328","3.971748751167364"
,"3.4828890200888467","2.9504888444593558","2.9256456712251304","3.652676176414967","4.202640792603122","3.3003180612822147","4.928052945232615","3.589659995789996","3.7111309591940236","3.041396508868909","4.195602630824018","3.7368274450154972","3.4103203574492884","4.172416707481778","4.133858609087521","3.9462394955997113","3.3605675856812116","3.365623928943561","3.523097720000987","4.662769058851625","4.395003795184756","3.3252464151973737","4.289190827523951","3.847577700222423","4.154188041359093","4.55148199999477","3.081520155964196","2.9781638719172325","3.0945875779610263","4.265155926605992"
,"3.530318545427761","3.1666987405997546","2.890793389433707","3.5526049598513767","3.628976860406268","3.438698465289339","4.732110016031499","3.953584452358642","3.5700577609020026","3.3700736596088734","3.8759683656425192","3.554028337391085","3.6041392279389903","4.163106237496473","3.9032986712897504","3.7002321264075135","3.400367764771111","3.349045489569822","3.792082750663621","4.453563316176029","4.119137515021878","3.4395855112399576","3.9073432556898426","3.855402933745538","3.48220173907878","4.77843260478823","3.0807380289335597","3.171625876435035","3.3411040795392273","4.263469382539452"
,"3.6459037853556038","3.2077020256284765","2.6696811158592024","3.515429395035837","3.84696150318608","3.4844994640626856","4.690179920297897","3.6995566853558275","3.684327400434355","2.7433467918085044","3.9948859055953307","3.5707945910437546","3.672151776595945","4.106856792080443","4.170228050712391","3.8959983396610656","3.528352061908403","3.2649493818004007","3.7288786062818007","4.53827170128425","4.117836223092403","3.6284144714501347","4.382546815808308","3.993005351907682","4.148342258326336","4.630157507063827","2.87510255654973","2.8570283456372003","3.517693157393935","4.211053844970189"
,"3.3747179010889177","3.6056489544590176","2.6325583921771054","3.540281603911358","4.034329431546293","3.3516581768722853","4.904943232169872","3.7678194227510504","3.4124639068600953","3.068191008970367","4.259838246457417","3.5911911861750205","3.4206529672491817","4.333167826993946","3.933596684614379","3.8956449969300193","3.6036083229238876","2.960247244108862","3.5054925884506094","4.224991287537316","4.516002687721116","2.85198095635589","4.178721540870607","4.210046745533299","3.6640957371330947","4.780239350291304","3.2659939553532618","3.1309378508152026","3.2527408808823624","4.010587176612505"
,"3.490499439739666","3.309275077459936","2.6298545024591946","3.6483478423732056","3.522485243459128","3.636731444063948","4.516505745010234","3.728853390881248","3.725894790939572","3.3176645541566345","4.213068708376596","3.7864566199619674","3.7137905778663143","3.9325639307817233","4.065611111051355","3.717566792432883","3.690496535539242","3.536446897480286","3.8523249822496908","4.741576598065647","4.046321471690767","3.2061107415936414","4.229918494097443","3.669946695582249","3.7087074558902215","5.240121902349216","3.038088493254201","3.0659053342515863","3.4472926992560473","3.8956893995544464"
,"3.410951430472309","3.4255623588446293","3.11729964882893","3.913045157385494","3.759328551314126","3.086276665797767","4.808627823555117","3.6522420869262637","3.7658095653480417","3.192815928678502","4.12423040565125","3.929641379967327","3.180338859322589","3.691892279577886","4.02523605637138","4.073474977988546","3.6248266445616886","3.1674838551101567","3.667741908084133","4.307089451554697","4.217441352998341","3.3098813211158777","3.8551259228646266","3.8641004126353846","3.3888795489841432","5.043242033554779","3.0390831516054893","3.2619707963688733","3.4297403744081887","4.406655845840183"
,"3.5145540183999193","3.238909208893634","3.3479992995000876","3.2703073794090343","3.82984489440833","3.3175609465201004","4.764367057445944","3.9186318922634467","3.6856779231944645","3.410488916696763","3.8100725319404556","3.352734255038123","3.3498061078196844","4.105075757845921","4.0753704471420775","3.976302125883382","3.8291155300895414","2.874122841363359","3.5299279725965644","4.561165238903535","3.8457371510716767","3.216233933143651","4.361536029979467","3.9839275462451957","3.646656536768305","4.943074771595209","2.8054337484502314","3.1656872837838597","3.835290016142743","4.627884408876257"
,"3.4889078370826163","3.460001425269935","3.1901901514563242","3.5226967102118887","3.627268793906999","2.816730943156492","4.717783023264699","3.8170305509398665","4.096664959595109","3.4516470314892533","3.9077587645591034","3.387791076297008","3.1661967858740088","3.557443357476759","4.071126471269057","3.7965917687666786","3.331826289678703","3.4161571773110566","3.284667224619594","4.596725833006231","3.929884791019149","3.1895764296930587","4.196849417177797","3.8783551993826033","3.562025610790019","4.984062369286223","3.189900498533019","2.8686733764569063","3.7115811589173178","4.08578188961914"
,"3.356231848347767","3.045262645612419","3.2207562989612026","3.449071130664935","3.853554203931897","2.9837307776094","4.675417390858826","3.8602751897339393","3.5512411250469973","3.10358833386006","3.986327821408107","3.5819022064469284","3.5194974936622287","4.074842097369263","3.44775157558615","3.892572686570903","4.002155138720801","3.3872220632370196","3.6107946308322822","4.3297878702962915","4.000971446969536","3.3157378621734557","4.254754782706426","3.742654738022988","3.9810933499613914","4.690972837969316","3.3884598093998215","2.958099631023964","3.5052000582147302","4.323676209692021"
,"3.26749136745071","3.24891036710717","2.8923858127043305","3.784040242585494","3.861873909174826","2.925041721958452","4.593590131867788","3.540585359762169","3.861572929338512","3.649468808528799","4.237163000068152","4.026997953485705","3.1833471561213833","4.212855460760236","3.8806851220984075","4.095014367769173","3.4896655185740064","3.5644044380567594","3.465190236138647","4.708521769772726","4.065366751814665","3.473559543511538","4.022223092563168","3.899713093798338","3.916094566642254","4.8411197407733715","3.04068703400746","2.9673378899042095","3.352704554886349","4.085969272974146"
,"3.529393254495264","3.5050841471751317","2.772716868983279","3.1491142873041156","3.755317719969938","3.2252009809608024","4.566860691507067","3.6550943122101325","3.6913520264036532","3.6255002600559143","3.7901117117214644","3.409313587757715","3.3429523043415847","4.376693828716447","4.120097524452144","3.502291586341801","3.8852038554599835","3.207340770511197","3.5346480040248744","4.514828049527045","4.032691685056629","3.4296471511806943","3.9804341789489404","3.3561142932822428","3.7253117329741996","4.8096184414802785","3.1461564555930273","2.7708085910212303","3.4301302518971193","3.9937614131150982"
,"3.574719624142583","3.2507564879369975","2.9131560139154953","3.5476269766290773","3.418176337775149","3.2124788588291904","4.59851397531478","3.5766740738233733","4.285356644232188","3.356981090075428","4.032435584804702","3.784722171843913","3.557010603328777","4.305558653520799","3.8198108479364192","3.958314900096325","3.546035451947522","3.667979769332859","3.806891688075572","4.59366813849864","4.001752712497053","3.259631977564125","3.86942016146384","3.61749417504876","3.6307533672664167","4.5876077390938885","2.9227957754065828","3.3902237477554413","3.660450512648865","4.171275897805574"
,"3.3461049625848083","3.276864091464045","3.029496721801214","3.5837995093216604","3.8588135931687466","3.356578624108417","4.850330342701209","3.648173686930225","3.9344163220455752","2.892566967046535","4.158502632503235","3.7642760654525587","3.0878188679099154","3.958012803352609","4.103317427793993","3.7921738851507807","3.470473919819119","3.434907361588042","4.034317815215539","4.497614789107649","4.1706014843499855","3.3563480662133958","3.9377632086191054","3.63064386590694","3.872512855687127","4.820833730609137","3.3175618451420856","2.752324365249016","3.1108548568785346","4.17183734355322"
,"3.669741968019071","3.302827473899014","3.211427284866812","3.4208905533644156","4.055200788325241","3.042737087146708","4.407827698393286","3.265544695671174","3.880543056959483","3.360645043005351","4.021409700029222","3.687606273425302","3.3144746791201944","4.138551765140523","4.133079686185256","4.037133782840353","3.39692118105976","3.2145647767716197","3.727025316163536","4.744699379323477","4.025479535776903","3.3626588651538873","4.158160146568287","4.011187137333365","3.942548329312184","4.760986883266994","3.5080621849769598","2.9690631632779954","3.351361579706513","4.082858969631828"
