"nbProvider","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"W_W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"coeff_radius_max","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"range_vision_consumer","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400"
"Witness","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"W_I","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"[reporter]","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt"
,"2.9931537235477506","3.7387089660240638","2.1919224760077807","3.390207131505659","3.956692765231684","3.2801274189698235","4.7917881135206315","3.5853148385009113","3.738198288680861","2.8252888944659036","3.9342719559357615","3.7638525414530752","3.6017211181046656","4.294166941628977","3.8588060454238047","3.5751732896544137","3.2013128693904087","4.246490232207927","3.9995032907740975","4.535041081294665","3.640679184461508","3.810868870893429","3.7620621509235455","3.6713962843110046","3.421845532945367","4.827052908204842","2.7224645028371115","3.1363125476090468","3.394702650617855","3.9566154808519216"
,"3.4701575997900997","3.3613770542995645","2.7801200035806315","3.402208574944493","4.010631890548231","3.3033860433591347","4.536770434532962","3.1521028818595425","3.5608271723889806","3.2695878892895385","3.6115686815122645","3.497231150201989","3.447197325935634","4.249442941758414","3.641160978562604","3.5772118649392506","3.2399806252092476","3.7599890447698407","3.650445103831081","4.581919421522858","3.6853575614699334","3.871190980256067","4.157013279354914","3.630281528410802","3.4604507187963365","4.66504351513145","2.5617652046927275","3.0766535642270094","3.27993302813261","3.974113107033217"
,"3.489566517605238","3.4656688254565493","2.522800830210556","3.3598874308188664","3.6081389409800813","3.532805058554287","4.5116578328812125","3.7799350240377954","3.9093448507859287","2.7299043321778167","3.9397321340867806","3.5294145816535876","3.7232047538974316","4.086672873293385","3.8542386929876327","3.8163264907023633","3.4899208009114964","3.9814155352954943","3.5089697457501687","4.222887055404206","4.001544268209304","3.7516177033832703","3.9394213263686426","3.861126102724976","3.8002006524056506","4.457956624943567","3.0359866802858906","3.206804841638248","3.769175703992959","4.297592628948294"
,"3.8007177088901924","2.9528484399638324","2.7530256559831456","3.577189771814611","3.7063732543820933","3.2814246884816023","4.510281878174822","3.6357693544710448","3.8458026166750496","3.0659428822796304","4.0496028057895845","3.3884600153788607","3.558459936686892","4.094455115074844","3.673538908799815","3.61139852329618","3.025875111425837","3.3653734331226683","3.665995906307976","4.252056092127325","3.612446967849735","3.7801099016387583","4.144020427073833","3.6553877727454314","3.631368956894073","4.584740205154004","2.989397660235041","3.333938698660855","3.420128576832143","4.0715580458844345"
,"3.4980683300334134","3.5123654327799767","2.4256792475927713","3.2022058142268754","4.071138551971026","3.445629334701065","4.775877115366348","3.436306086320131","3.941769402880354","3.1418184212839853","3.917920649888082","3.0019585330785876","3.4902653264823744","4.098614832641639","3.88328141500466","4.012236913094924","3.502866805770502","3.5851752998755764","3.8035614182531714","4.193112706614925","3.8373175279283127","3.4308655407641293","3.58918811540438","3.892070023031414","3.884916403109887","4.865259509870809","3.367951112014126","3.255418832991865","3.455124080762414","4.332928367781143"
,"3.7812096225179643","3.5162969511075177","2.6530541401776886","3.157574821853791","3.8287958454765243","3.3264247425510005","4.777582352732803","3.0944128706108955","3.7037962143686474","2.956226406624817","3.5462380569093352","3.6371905363492574","3.674252623161501","4.315280962057015","3.4900936585849425","3.5236556446820058","3.4292724509633006","3.557455833946424","3.98557827012561","4.774882928261935","4.426444343862958","3.651608362369354","4.133531400120907","3.5665792650310237","3.4542367069100823","5.118079030656064","3.2145778451894302","3.0619146706091938","3.641851709168442","4.3978292499832286"
,"2.882315531063563","3.080732892418513","2.636684143644624","3.5933177273467494","3.935289771297456","3.1450917845279016","4.838751153051296","3.111034556086302","3.784186278297052","3.142297935933036","3.7779380079557043","3.6749640543838233","3.5746704921289747","4.194435047404583","3.506682243356354","3.588314441497982","3.0711702608286524","3.9583882899782963","3.6433355831271426","3.9620790531957946","4.171195576021601","4.092833500739639","3.9225066334027914","3.517464909467406","3.913167024092102","4.714141672118771","3.2090807827334173","3.0190150683460084","3.1846829840689277","4.5461494769604816"
,"3.4330872367405205","3.0929460575145837","2.8197465622021376","3.540315268367594","4.221952140410149","3.4569709638757486","4.649919239687284","3.6357896065820485","3.5907175302293393","2.8601573430218092","3.994161318426602","3.536330474530218","3.6798544436574034","4.176868020076755","3.7113651035835096","3.7322700492142076","3.2211502041472735","3.734324761731172","3.93146059958254","4.678215428488276","4.06663825448957","3.753873668690636","4.073329508043811","3.6198583019751367","3.8615011490982276","4.813522257569827","3.1164456073763507","3.167457988311513","3.2932183422837835","4.24992830195035"
,"4.021799494999199","3.245530099609021","2.891473580179115","3.7574974943459987","3.789950587772544","3.2892233560252007","4.5976906035742795","3.9323243964787973","4.104457648273513","3.2671802386606834","4.063563757984197","3.7812425916167203","4.040318232332699","4.179560108712516","3.88823058205379","4.111490650795244","3.4655281556574864","3.938276650490587","3.327113994273847","4.618732627583876","3.9378704216036193","3.8413443798924307","4.00697737451562","3.796806660035979","3.6280793036022865","5.133050104515199","2.8016039913935575","2.996542982928198","3.3451463106578743","4.485862440807005"
,"3.5649872975106773","3.540578331203883","2.8618818637565395","3.528884560657891","3.9250383992174114","3.011250349038311","4.6290839832178","3.4716603034899487","4.022014299273875","3.0054541685139666","4.071493449654308","3.723665496797119","3.705167309292205","3.941752607262461","3.968570396368582","3.7536478448416135","3.099917714465277","3.7585222870114268","3.6756434160756997","4.929394338824395","3.968837669264556","3.7226348527584587","3.8456390123973514","3.374364258832132","3.5946323059964445","4.514356077357737","3.102810652747489","3.0798419107471675","3.5893946957600136","4.25730422917204"
,"3.195928193440423","3.8364632181474114","2.2855344311705337","3.3107345081814277","4.0523657529958825","3.176563759630315","4.574781210955287","3.797813018345969","4.181811552405594","3.319726574844167","4.086689224446185","3.3779162427315277","3.6840865362577344","4.04198630091818","3.6193473758764343","3.7948888240940644","3.31927251825767","3.87694993844708","3.3978267681097774","4.396866542819891","3.846536198135373","3.851697826884195","3.9313732657007896","3.7841453148384434","3.456499695614533","4.980291368489389","3.1311367703145385","3.3010602731473404","3.321239519368341","4.0972469755554775"
,"3.0658875963474346","3.268851121197077","2.3530522169199948","3.3590793586310017","3.5263204504417196","3.136786484486026","4.689001666792255","3.3060689613863428","3.787031132045839","2.982407453094437","3.8381932682554227","3.6772628907696405","3.7421781147490387","4.327540700917165","3.7383693864304077","3.7270978296385007","3.1065251290028053","3.5042090384509548","3.6408928872064927","4.388766418353913","3.7848685060054277","4.14966240489901","3.966768899259566","3.7272702633202504","3.355436826731913","4.879972566695065","3.004211590386212","2.9829986587305295","3.5127284934350906","4.372033418561585"
,"3.662074566877016","3.40001590893029","2.501098521302754","3.3966239570560126","3.7172024620058504","3.4781295485164065","4.946507636655151","3.750328209308951","3.770493051691263","3.1612343006763046","3.947416729518882","3.2747766117120474","3.402039815913183","4.2836656619757605","3.4895043929025995","3.635956539728541","3.09175133131134","3.7805266174219816","3.4758385017918423","4.30084558690872","3.8077467532130362","3.7118480989478777","4.043473371870615","3.9193674252258845","3.528501787723299","4.943637661078456","3.078527073086478","3.043483647891683","3.382412715098032","4.309465930970888"
,"3.4885495630422425","3.441874288163038","2.584790959412717","3.3942475589959398","3.7612696750479837","3.109555764288149","4.476656056478734","3.5078507270405774","3.939484412031185","2.896893993528943","3.865450474996472","3.899691919783837","3.4496066622403925","4.170738463241545","3.402316930887179","3.6530031839095134","2.9997089765159","3.9465765353682114","3.5783418050524998","4.21385892745753","4.116971068453868","3.7682134992901952","4.028062435108257","3.873389953313225","3.269874794361555","4.774613234530829","2.823816846026775","3.489325656273102","3.333913446949351","4.147152900737316"
,"3.8851623747827775","3.4691580260123844","2.198041402081784","3.4988465510902795","3.5644016408057615","3.3756699137946304","4.234372968275483","3.4821785472853253","3.6649398721484516","2.742738647061496","4.017330892829007","3.704666687513804","3.535839646280357","4.278892890829158","3.9720163748191406","3.7223123375794183","3.551824592592406","3.5725603982395118","3.680931399990027","4.734013487635108","4.2858749876884925","3.9863809047328633","4.099596550338621","3.695295553336176","3.768301561159388","4.742492742777685","3.0192233277616403","3.2436000030462586","3.7147692471076152","3.9425819713253425"
,"3.4984351474666595","3.1699718611574714","2.7628614424337847","3.3427100592415875","3.6433555372632505","3.349007453859795","4.561568319150417","3.9934393725982043","3.489164373255063","2.8606365262487854","4.1390851885544455","3.6088390131604613","3.3719135242809486","4.401724626799148","3.846535224409828","3.901182714259105","3.489425049669351","3.73118169963403","3.6399772000795654","4.614922580323351","3.7589090274445853","3.6860182229655583","3.973961235705077","3.498682420474494","3.741496671441039","4.822785876217863","2.9047026788338384","3.229246449520665","3.8952806538280442","4.3197165579176104"
,"3.456325576525953","3.268038276756409","2.4213768411657215","3.303128568632934","3.871384789699623","3.6348392224369057","4.474861435293684","3.2906892198873425","3.6514914682753665","3.067684368394731","3.5729665325449305","3.5529019217801063","3.5638814647757786","4.379379017591713","4.162507648528729","3.7198612491701013","3.151164971339008","3.6002272123004033","3.7693391678772006","4.160068388986039","3.66160335070255","3.725886850847375","3.810463000668633","3.6124973134371143","3.7828800434879475","4.8929159499925365","3.3030096826754374","3.25570580943659","3.0978609445370022","4.128872961973822"
,"3.384608647807129","3.0471733157505585","2.709694707360906","3.225475654748866","4.083100379684942","3.114873059977225","4.738836707257808","3.4471785039467853","3.611092636650474","3.2236758456075596","4.063439830233841","3.256063954486718","3.5988732035535125","3.852364374465596","4.151323347982031","3.7615439092404213","3.311556263511875","3.668661904914446","3.9610606995592366","4.41385990623804","4.09412460141138","4.174397656591833","4.291663771665614","3.592508323362883","3.6161485013894015","4.666286361759356","3.2634634523528194","3.0518480603423095","3.3893997839174927","4.2933114440466955"
,"3.7324931010968316","3.391219021524098","2.7596065326110244","3.367774256880818","3.5685120203623404","3.390709868381456","4.291389108048074","3.440267678807307","3.5376867665829783","2.7679429461590352","3.5915131501877076","3.337905783631713","3.6995386555710295","4.15104415512425","3.7230798088747594","3.556045628551167","3.596909297702689","3.3322019540039594","4.0615948344930475","4.549711840694819","3.741006759976562","4.066665696139258","4.071112956468982","3.750206521859833","3.605536878261335","4.804894196634464","2.908639835089824","3.0481969501165707","3.019534963371917","4.061512492797172"
,"3.3052486743353953","3.4514428747529298","2.2436752400979225","3.6593237777787344","3.978803872122543","3.4442708447776167","4.594784318117396","3.765527566386865","4.124943943419528","2.4750823950637963","3.828507169077319","3.3679297072071606","4.030072717528672","4.270248018641479","4.106018716713815","3.544679833617394","3.28615250105632","3.7922173450492402","3.3795487741726857","4.265831584697626","3.9145966115412643","3.432604864855232","3.648529190907915","3.8779669567311705","3.837315781004321","4.85805174603651","2.74619085261908","3.245934811259723","3.8863822403489143","4.539593000495997"
,"3.3342009014944933","3.3079079031004364","2.8679009521223984","3.6080116275392546","3.672914548533642","3.2892090627759685","4.651359728012606","3.282498704954759","3.8855133895570764","3.3307524156366695","3.965292743454018","3.5843349264238134","3.612883407776894","4.523182285458857","3.867380097070054","3.88243047979177","3.3422952617801878","3.94375544275855","3.6273448916320623","4.557581759362314","3.6256854218515477","3.85221757370396","3.798582540317302","3.7843938519262013","3.3734126959216653","4.812832894734636","2.997548517583595","2.8500814532803034","3.835050381324271","4.15521347160192"
,"3.447766851892285","3.1063723497530766","2.216866958288593","3.3519959395753207","3.662009546408372","3.374897498800286","4.539377115038797","3.369378220825397","3.9615891186827192","3.1042736362317176","3.7744896197568973","3.330361606029832","3.653028485522004","4.433959429264331","3.644434286073873","3.6259810610895764","3.1894029543660283","3.6210283094377176","3.519788587455734","4.292263661948137","3.88488614169859","3.391958713064633","3.9147370603796365","3.857294616439486","3.822248056586942","4.841843341670633","3.1705752772365186","3.028712557954836","3.6711760714606023","4.358883230525701"
,"3.1400151578410367","3.3322205028911918","2.8195902206826737","3.219497024653949","3.844499532677594","2.8258156781235177","4.604234958069357","3.817186263041224","4.045593356247247","3.1698704398141135","3.419249911543627","3.668763019121052","3.9359411640354125","4.152867229920307","3.684491013654915","4.117149755181019","3.0557400859974844","3.8495736252241595","3.563905290020412","4.531297749653813","4.059100855965359","3.7631321703519114","3.847167922122564","3.9117095911655335","3.50607810203557","4.54792407627176","2.7571249269666254","2.9706849134952233","3.617375984222385","4.040791848523903"
,"3.7741092074895466","3.355846830770562","2.860563216438378","3.3045590534373743","3.6901753711398473","3.494552472530846","4.671165194388803","3.514082048853055","3.6892547428250677","2.9918161247592927","3.9174740767793317","3.5739753292355823","3.7223549866166614","4.431749306377927","3.283507208618472","3.8609923257159497","3.1770684896654044","4.336530111324877","3.381770158205569","4.301847869350208","4.0002525335555115","3.6524959374233488","4.374350319810742","3.582083589149356","3.4727917155587953","4.770062091121542","2.847491441916769","3.113881406650354","3.4588380697359655","4.398700124731558"
,"3.357739459188622","3.1876939087206515","2.38164789995716","3.7407654626677","3.9495781714480187","3.4317200188823014","4.231322927296983","3.4584443431505774","4.062731771102541","2.9446207394698574","3.7834413415751365","3.6658329004505004","3.605639363740231","4.117386727881814","3.6759267643499083","3.538644108917403","3.22054368754616","4.067296432074813","3.770866260145132","4.296715228964323","3.6366910970731445","3.461773695200439","4.153101028848857","3.9694098209231004","4.010573734157939","5.066173069750021","3.3131623184459627","3.4342214543984193","3.504433704286147","4.671466916318971"
,"3.3963780679540614","3.8645013356281535","2.9100749136533492","3.3077906111603026","3.32956604441112","3.269634913184764","4.5945923906276995","3.5934511998327965","3.91739282111572","3.206760829915011","3.5865890610760087","3.307014990303382","3.708521144745283","4.317112552843262","3.6616054545283374","4.00341521110758","3.355586883231611","3.594612404792987","3.4680837672235785","4.529738012625155","3.7172538986491332","3.6311659478959752","4.509174274479768","3.6748000721645395","3.695191725738832","4.926124647228987","3.0520839877481687","3.3326763024782124","3.1401458461874565","3.8895140825466235"
,"3.5833219148117976","3.5962122154406613","2.1715438394215454","3.7229596607986055","3.6809759522465666","3.3718007316559295","4.533896457931642","3.5088899748462663","3.3934619549892697","2.995443303623989","4.325322730625643","3.2262863470417216","3.866500782548115","4.26330202321037","3.631784651740074","3.7806130173033843","3.332433450806552","3.5346367877534504","3.613368454467569","4.757152354063267","3.727576511376705","3.669359329725397","3.933898766251844","3.7554093244341025","3.689603278357557","4.8415953294944565","2.994065262686182","3.0566497206970564","3.1900451664681335","3.9983321153959963"
,"3.137079996843408","3.3053375271151277","2.349180335760291","3.0480743319703043","3.413147399077659","3.5306404558905906","4.578057397791213","3.739569609292156","3.8170840311352072","2.8428339494997017","3.63374916374291","3.27007687084965","3.676039595174129","4.249554519762547","3.6654350628362544","3.579469813570722","3.312202760335212","3.6931989646859757","3.6133151701311346","4.612509313351828","3.9343276962261795","3.818595943089925","3.5750634150312868","3.514055557875193","4.079536330170838","4.954466279071148","2.9179846593058123","3.4798733979465744","3.3802291211605704","4.333268639928802"
,"3.4277044746731606","3.1368827338204683","2.4476855853415596","3.4501214086233905","4.023249376271419","3.541202029229831","4.757308771460223","3.6248366914948544","3.930777634972524","3.1006845586472016","3.923730377396172","3.5042499225786785","3.694162391454502","4.266625069409456","3.8377775643900494","3.7859872099692424","3.3329162387638935","3.555003450235535","3.480825977425409","4.2752299886447345","4.050633007182909","3.8418133040031197","4.169372288740751","3.2148742322725385","3.7214811575350883","4.966990882878943","3.0274496369954607","3.1861482784499238","3.2402341579397076","4.294860490251422"
,"3.508121585583923","3.2629957104483975","2.653724165409549","3.1030310557504337","3.9830070598987795","3.47562889518053","4.421652696595006","3.2912014589088443","3.850509558895042","2.9265500562630686","4.0509337562248","3.3376425433549257","3.5795857807514095","4.424743814755304","3.758074502162998","4.033423150123445","3.3272256282499164","3.759133650544437","3.9453375535061332","4.175193045223297","4.412250962842783","3.816256407579985","4.141686490943329","3.6980416567123076","3.713249492207852","4.667546735681756","3.0953206695177076","2.9959314673374497","3.482736563851462","4.003543812981294"
,"3.2851611966805203","3.3303304443792565","2.5660180817401943","3.5702902944051815","3.654308144737544","3.3736897195795805","4.393293414347481","3.5833399643810036","3.5014844815804644","2.842659590314235","3.7040581691573715","3.642493910344848","3.531825664453781","3.870961401853844","3.561131976099346","3.9103105455805247","3.5613611688682885","3.5778574270601977","3.8705515274481512","4.255752096225736","4.207971736432605","3.6364604009266275","3.7910093408969967","3.7969774800798124","3.843731089701316","4.501315690756122","2.9241726164490833","2.820630103102895","3.4606474867114096","4.007647256292308"
,"3.406507160180451","3.4904634356982456","2.6940854862162125","3.654761238087867","3.7386491399227575","3.7484177095673465","4.714414975419621","3.536678937399233","3.964810561808153","3.5512802357760074","3.734768130232895","3.3562311957853566","3.4605271595792693","4.268855194674304","4.139538161650663","3.323118233733365","2.88246055007802","3.6080452048928535","3.358279711151416","4.574996964199082","3.6988259779845856","3.733354631477814","3.719304647137713","3.2774883937586594","3.750289927379285","4.6673122183779485","3.3804362391681715","3.1413092503892814","3.693327367981204","4.182848953215085"
,"3.4121935247629973","3.1526535043457145","2.5507169441786406","3.2326314095877238","3.8310623873070657","2.974120714488364","4.31015121696844","3.569565903735774","3.7246887303132734","3.094786624218159","3.9515475138177503","3.6762867693159644","3.7702607720312624","4.230115658209694","4.009362464927292","3.810169758995519","3.023441905455025","4.089600131449127","3.2098363254021702","4.230915850652898","3.739822985300651","3.6806143931032147","3.6491144718440474","3.7343669477267922","3.569692667662692","4.956926129964646","2.8408268830463177","2.7640314716219296","3.196653339286512","4.5158359864658415"
,"3.1865968947474914","3.2951844044512857","2.506374369122423","3.0647056324743027","3.7444012531271316","3.233287072282576","4.689012968681711","3.3073870828670207","3.807519835301014","3.5844697402478123","3.8779493721594216","3.3999008441450855","3.6423222301894937","4.032800269374639","3.560751724928261","3.9431345305802834","3.489426776580789","3.69435211868166","3.6032902275768643","4.666369574009592","3.9090003027885536","3.560969982019475","3.9879929259093707","3.887923789960228","3.0159873392433982","4.967826768790714","3.3530501994063227","3.1725330591711782","3.6266423295975425","4.262772261316357"
,"3.2900364292903106","2.9718212518905185","2.463553169294889","3.4005067228686108","3.83621063690588","3.266156833100712","4.710825889448076","3.4298754906135582","3.967896266525088","2.6754462115493247","3.511353555316582","3.3822855586912235","4.02373038688755","4.3393469447860955","3.8548541900585307","3.9747072920248887","3.1153352227771918","3.8421873480231303","3.8285329882775443","4.445356568064087","4.0432656901705855","3.7617645135896085","3.9532301396187357","3.928803015857002","3.544465461028412","4.687011221449151","3.3121872864510395","3.1998967988447946","3.508531249230313","4.543556517565611"
,"3.278382586970411","2.9402349072267695","2.5484276020598196","3.3374015683995535","4.143223520055114","3.3343549473216094","4.557861566619047","3.4377539777893564","3.925512271835605","3.0222694072399543","3.954682933016629","3.6555351396272258","3.975483822760889","4.320384459305736","3.5894652552383697","3.9207178558652025","3.688623434925398","3.742482678741019","3.8401067716529544","4.340595922193198","3.9252364384985485","3.74666285906697","4.000196619257501","3.725136823237115","3.3815667776769187","4.689185994013448","3.19757073123965","3.178915330647757","3.6355331722747","4.052779691621853"
,"3.2383219504221747","3.441465701871358","2.801663263606087","3.3372016400700235","3.9384502714848075","3.1989897526092697","4.577573588206056","3.535717727434398","3.548082010781541","3.1998075113234625","4.009985315494305","3.520646032493132","3.9117863945748006","4.286505459493545","3.9486873186497515","3.6120977300873403","3.5524276913770616","3.5657346480315306","3.472935302409035","4.339502367824866","4.2320653715638565","3.523052385071459","3.9791463731408854","3.5868649788679443","3.5022762874434354","4.707783456539607","2.9998238185500954","3.0279831507219805","3.6214073944103573","3.881852515677637"
,"3.2452241633058994","3.4454127552324856","3.010794886487834","3.472946138767339","3.5880968453354196","2.994632946362789","4.802459777163736","3.7084936123212433","3.713038910843395","3.478615980140282","3.743945927633997","3.4901243242276796","3.3356093000248377","4.737802288658402","3.5228094634544416","3.994821151388034","3.068959901756832","3.8500406657322404","3.8104539584386363","4.4443006576710635","4.167379149701923","3.7548522704861265","4.2277107195853985","3.8566105670674498","3.7294526975567486","4.720980450870416","2.699554757975662","2.9794598236802092","3.427691584463027","4.083269907610928"
,"3.456986602264128","3.791996909804888","2.392072244776221","3.563930248774142","3.463854957497353","3.162093129835809","4.727498584114669","3.694651514344194","3.533414512885125","2.9483027935380215","3.6306234728948708","3.229286440690782","3.9759300631743044","4.398228274854699","3.852935299150543","3.866047352037968","2.976550760817588","3.9594541934676766","3.5169032969816705","4.406753220318913","4.090681168732455","3.9541888205255984","4.332472628547493","3.323598374217508","3.8111205694698302","4.835583615614397","2.908015482758253","2.852386791714831","3.3612260028212844","4.169438604755845"
,"3.079591501084535","3.753603823903559","2.326692581896148","3.3668172050201046","3.4811465502690666","3.2984426506131497","4.464723861102492","3.6803671002959097","3.589618534479737","3.1072541649510237","3.8667172876653795","3.150991991964082","3.722130392898783","4.3083834414442395","3.6896288150695677","3.7627079801792145","3.18973238409532","3.6819390746868765","3.944469983362882","4.338918503167325","4.361683312070656","4.037933226020466","3.904461217593241","3.7308417884135805","3.7147892738950903","4.507253931098105","3.30431075267659","3.291878962338099","3.673851363426653","4.22336652295209"
,"3.3380479060293293","3.547590168556466","2.7615972719845954","3.4197725157103993","3.6640296789501683","3.4040199419174164","4.650023162061539","3.7743983159597287","4.016351882882782","2.9237160775889652","4.0266495231424395","3.500646457542327","3.8510675506838226","4.318662207077857","3.3677142760947336","4.140425564141389","3.2410066916378164","3.694036681168846","3.598376011619823","4.550160408059081","4.082371647300302","3.322322560996037","4.221436828571291","3.888300278343866","3.5318300058939545","4.675245659144616","3.187341916996147","3.3436571386674787","3.5144935961646437","4.3287204445620695"
,"3.5242637660003058","3.327848884541759","2.454265768272981","3.4646049853603946","4.050979229826925","3.2860037295791913","4.472509470192362","3.7380063039588305","3.8838903181394784","2.8319040497317904","3.8851993114424976","3.563150163005366","3.932610602161994","4.261733701379231","3.401097146385216","3.4483591540642973","3.4360441125193857","3.8628898410511767","3.6107999640553836","4.184027547693697","4.067201626868164","3.9255547808013236","3.8195058038283096","3.7468809788828996","3.858525929740278","4.969299502693168","3.064661217429654","3.0175580170944287","3.6152564012913944","4.319026350855638"
,"3.748377472462872","3.203476593496653","2.8004613407280687","3.5007644399182065","3.7273667824346326","3.3209681178655184","4.771767474566907","3.6090889120924894","3.6262040931385253","2.8595809185187195","3.865201181671583","3.608364947191204","3.297782547686713","4.300549505834846","3.9570090178837924","3.6506438738102425","3.4537083532848905","3.7239865977525923","3.0584023619909937","4.226864432106866","3.911877821410263","3.971978055430436","4.023704398003756","3.684201606977413","3.756906282800556","4.697341995282035","3.0526117086321105","2.915220969638657","3.5442602482525856","4.196043416306277"
,"3.1592325289800174","3.049906221969236","2.15443881738392","3.383163043502794","3.7210223685742685","3.6647067978042274","4.649985677350431","3.4043752647355925","3.9879614644268306","3.1059252599323766","3.840471226922204","3.551374897200853","4.208180550976885","4.446859112076702","4.152321972544595","3.857973653967093","3.433532331228795","3.8771534038495385","3.5308677976838956","4.7045561725335965","4.156931655079791","3.7669588939504246","3.7400136128643213","3.698094631541693","3.6164355676871347","4.8210358601481484","2.8372459399251366","3.156123197679478","3.48102014216855","4.23530118526471"
,"3.642004841431583","3.2552295118890164","2.555717852962742","3.420438965269896","4.153824639950021","3.1228683363078016","4.644616964781168","3.4567864868254428","3.823122603128387","2.894935995694926","3.9586945206904893","3.4522184940338905","3.7736246713355555","4.154642669088119","4.133616729037478","3.978081842499615","3.504619778745569","3.6619140579565586","3.740210435375268","4.472079178781553","4.037841825949838","3.852796718003964","4.040503916157426","3.4838199182048224","3.9841404295139964","5.122912799239598","2.7251859137399217","3.4065819949344944","3.489890745997037","4.4726109144062365"
,"3.7564901266849366","3.330550039511609","2.758153429206838","3.381192829409743","3.474228047213406","3.515988225253421","4.771112920291573","3.6395583431494902","3.420795564970093","3.311189104008291","3.3699713324599054","3.7377516902269705","3.802857180756095","4.318919402127185","3.702368805855336","4.144344345943569","3.341153621371039","4.106315300359022","3.5565497364985985","4.5203966639925035","3.996068549899554","4.179690274688801","4.0527871675844285","3.66832760531807","3.655386120596192","4.717605368596107","2.8465098375596813","3.26286367189306","3.66906479335122","4.0091794013349045"
,"3.225268028121253","2.90043102999425","2.7855770421059636","3.1604654129127914","3.9754311250905516","3.4521129445489867","4.9171559278540276","3.5353720760184784","3.8425151339466344","2.9611268308102514","3.691142348326871","3.7469714183170573","3.9300969962737877","4.63804481731928","3.7958963854933665","3.99356740569186","3.6523588975889973","4.132176213068542","3.312357937978879","4.421171127869346","3.672925496255639","3.5457150971237934","4.244986734710937","3.2849068309105953","3.2271687200225596","4.8475218549615","3.0895130385980463","3.123204268700762","3.7116658014804202","4.425187581135769"
,"3.6456702292233194","2.7983667768914042","2.675613272330257","3.3149483664743413","3.9114379478254024","3.570213410140529","4.898552873606462","3.637517653978982","4.26546499550372","3.146185386857395","3.953183534736756","3.638964659447777","3.8675330279582223","4.425046581538608","3.4592653404715685","3.760563983346623","3.150132617042437","3.8162429863388634","3.5887684235446025","4.469992190966901","3.4338269360246674","3.5779264469351157","3.9769401072247996","3.936635885085491","3.4023663233872443","4.682697344984558","3.1347994929744782","2.9546766247295215","3.3521311987468216","3.914389571218524"
,"3.368211142887949","3.2275308139353323","2.5143275046544264","3.363928837097721","3.7854453782421955","3.280456912080682","4.364873759069712","3.480935294438038","3.996111018722444","3.1227263873481674","3.701180167800392","3.7271597893313233","3.646882565356029","4.202811027890878","3.5364264835024186","3.6130346046742168","3.77353129778328","3.8836191933884274","3.703292340854231","4.44448093259197","4.170531975200624","4.2682478351012065","4.024916419900307","3.6654840413678644","3.902584727878775","4.988510218560215","2.8189490276881806","3.259367761404151","3.525553413354311","4.128686292234593"
,"3.524689209826015","3.644274380275408","2.517531249913876","3.5607710027767427","3.7531900872133463","3.1184226182097485","4.167670832007378","3.665742369672227","3.6732463361563035","3.3168647465823478","3.5584303549792176","2.979995962760906","3.790754218160533","4.629588476952608","3.836675978193294","3.574469630299566","3.2879924801746827","3.45128601784786","3.6792380929847535","4.90570514397505","3.7867463872654015","3.5406856700761673","4.47269730962698","3.403997909606443","3.7836660560494804","4.935910963461289","3.0211808721994124","3.3755438122008594","3.4174330977430336","3.852176341757767"
,"3.710749738930637","3.6612142265900918","2.376382886099605","3.5402815247055663","3.6654794997169176","3.1208333982019867","4.4386657701899015","3.3764572503509966","3.710386949674932","2.9705707555593888","4.023483054322531","3.2373055892137814","3.9494633618397734","4.2882465552007965","3.594734086876723","3.78009725695116","3.3818493686846236","3.564206023142848","3.744839746922478","4.143435250966853","3.8488648247845867","3.8398338385522854","4.106811086523032","3.4949239742916838","3.7489646117729745","4.843465146936653","2.9687127786694507","2.882901459472043","3.480273671487034","4.2430605546039235"
