"BehaviorSpace results (NetLogo 3D 6.0.2)"
"Projet_3D.nlogo3d"
"experiment"
"11/28/2018 18:34:03:403 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
,"2.482856103605232","-1.5482028656105653","2.4142795390384317","-1.4165368086272836","2.742836006029617","-1.1024275749410366","2.763314111848795","-1.6591204697301014","1.6960675735983648","-1.9140476432014004","2.624065653060209","-1.3122857385734445","2.6738964494204356","-1.8319234016296115","2.030346449625687","-1.8840782635621907","2.365441487770254","-1.4996060018439719","2.925564744993995","-1.3789664122071525","2.277454935315079","-1.6706991944665002","2.0154382488351033","-1.630163218029957","2.369963753271824","-1.0851928487947866","2.4039889072768967","-1.4437868649905214","3.116773820012187","-1.4299795610543335","2.521869051905997","-1.3984647426893928","2.5475821800280842","-1.6663471914574992","2.4015060355876985","-1.2310081766351229","2.580952719204953","-1.2139161691897282","2.7536775639585787","-1.5560168803883314","2.7379890936637703","-1.720747792363187","2.8801002976970436","-1.2349427908295056","2.797092814380282","-1.109532451921621","2.474477443479129","-1.5404009444903406","2.8560064147525077","-1.4789815974530203","2.589979765020625","-1.3972686073802836","2.6084177522838425","-1.403590700944109","2.5340229543402106","-1.1642942021539358","2.9020649874773117","-1.0637840980521944","2.541501657551779","-1.5448363622531773"
,"2.969092769289048","-1.4286732793784447","2.8813533628679733","-1.2636915531651505","2.623995426818261","-1.096592853380883","2.57724961442466","-1.4359129682143947","1.696113937545951","-1.704154923692908","2.8397492211816187","-1.3766786687170776","2.7638422858491656","-1.2661662279320571","2.215829147719947","-1.5552887341983148","2.148902332920393","-1.4067284615907285","3.075484260746227","-1.3658116059908805","2.48597768511294","-1.491249095156252","2.1251604212038298","-1.6799993651358605","2.5307309776942573","-1.8594994544449628","2.432969777941974","-1.6164401488113684","3.1836018101006927","-1.3516686170912342","2.552675009086219","-1.4953295127797999","2.994816681811298","-1.4586720645800015","2.389512459945035","-1.1126951959341633","2.52668547673368","-1.5522175935138798","2.667483134606682","-1.737349152507174","2.661737527411293","-1.6369356105074908","2.675792288439193","-1.5322045991907636","2.692395474635728","-1.1476454088626666","2.6240528332678483","-1.3681023747787904","2.70031819660911","-1.5146552520862602","2.3488064354666967","-1.6119014997691081","2.6190165939282135","-1.267689702582891","2.836471570876207","-1.4003630271660858","2.921203013454821","-0.8522757236863977","2.727850579629319","-1.800012697072372"
,"2.477842995369355","-1.4939455380509064","2.9711609102079586","-1.6167665001277325","2.850013874703459","-1.3184242096067484","2.672969550133917","-1.7704186926258925","1.8122633344217087","-1.5372162711965625","2.632860895125874","-1.1542366052409745","2.9838384724196403","-1.4750568750973931","2.3371432266678664","-1.7748220420668295","2.8768919052963904","-1.440467475305215","3.0644583796049076","-1.4710916717027294","2.5641135800129424","-1.154867553032383","2.038286278119101","-1.4409791638436273","2.4860096068375257","-1.426462879656406","2.3837348292179565","-1.324697700908905","3.165542936095006","-1.332971727200093","2.4737544858321203","-1.3528640786755075","2.7497062786671473","-1.3426794020356467","2.4110545137964174","-1.268663976999018","2.373676612327072","-1.2091063066870362","2.5222959181173574","-1.5827221358756212","2.7026514082610302","-1.5315037878505138","2.7071203886828035","-1.4548440582248618","3.108278545431127","-0.962276168342801","2.6730915404313027","-1.457836392425413","2.741194804763096","-1.4178268126612112","2.3976791173834693","-1.4297590958997008","2.5002123692346165","-1.5410898830893796","2.5539678915987714","-1.4552978158420098","2.642069420820563","-0.9148465432055009","2.705319666164499","-1.2865935822032784"
,"2.686682340308359","-1.6809638696262152","2.9198056791985523","-1.3704800804813677","2.3830115850361353","-1.2112297439874966","2.562585692636734","-1.5294266269383658","1.8692494747285084","-1.9968819584384996","2.892438218119504","-1.3622077272608892","2.978655900887385","-1.6172754328402585","2.2519852361147947","-1.7600955731337404","2.6534810864868033","-1.7556916211083469","3.0084363871295223","-1.2491865801292457","2.5188992450707604","-1.4710410992056537","2.277354729488723","-1.6898288293499182","2.5256090967919635","-1.4889536154787988","2.554721630376495","-1.6030296420843992","3.18460579734718","-1.2303370236985813","2.2744701854333456","-1.2733970369088583","2.8633903774064677","-2.078156499054037","2.2523137870004555","-1.304037430708802","2.6496042923460603","-1.4004901640086798","2.5610166637684526","-1.7089334699311818","3.0130029120350703","-1.3992968394842986","2.928435656125239","-1.4954534418018084","2.865187649037542","-1.5075572456104624","2.7031151247154814","-1.4191468851559397","2.8454925027863833","-1.2600457580396147","2.571218501487488","-1.5538615449658917","2.698254287146823","-1.4054381823268276","2.7076429584853305","-1.2007224668238474","2.9403835670302354","-0.750194531493083","2.7617996266634814","-1.2111476949086497"
,"2.844547101281949","-1.5781696998364465","2.826760191658531","-1.3413036543361785","2.764091610707945","-1.150292194954002","2.587954050288799","-1.308232883111958","1.6475985342059118","-1.903262724438512","2.79559385030288","-1.4153806777830364","2.8553451552409355","-1.4230892379798645","2.4737919731380025","-1.3231188985862457","2.5812010382311006","-1.6643064725754735","3.172291464124817","-1.274574462885158","2.63950948034007","-1.1196284974085022","2.0724663452706964","-1.627126473641482","2.4085518577589307","-1.5735047906616266","2.4025458871172694","-1.873613258560586","3.0059425484550357","-1.1466267013039662","2.3844222867995466","-1.2141755091425557","2.5158542112128335","-1.3563988916417116","2.5128689524600643","-1.5788791442740153","2.7116043061672555","-1.5754642101155762","2.4426103960950223","-1.9280905674848645","2.897327680653206","-1.554556102571597","3.133779051079547","-1.311418607865866","2.91700541303014","-0.8619674570001871","2.9508311387118646","-1.6919141588424598","2.6127268828697705","-1.7118716742034037","2.8405067907930306","-1.4077366607602386","2.604789671559174","-1.4144164081048785","2.7528661112887542","-1.4926943691880805","3.0568293238215993","-1.1738297830055697","2.658407112081254","-1.6809689099371392"
,"2.883383891302603","-1.3767878610444524","2.723725872432672","-1.3069013626834616","3.0091912742471743","-0.9402695515386796","2.6729215737628946","-1.3312151150887048","2.131959038517974","-1.5494506330170068","2.873066180939454","-1.0066812202354412","3.2532707589180356","-1.419747082060679","2.2786981023945505","-1.3317802967590855","2.6487400794910427","-1.269189877882209","3.2046881900400903","-1.274977730680958","2.5146223823588914","-1.105446485860554","2.161632036069247","-1.2184780514489606","2.5837821210232614","-1.2499880478599041","2.671900387645037","-1.5287566096447294","2.851136743789808","-1.353254876650554","2.61553613035088","-1.6340052812928727","2.7273154989930313","-1.2349535656977393","2.556818365342001","-1.37379583931177","2.5486438948166104","-1.5761069602414082","2.6646114981052396","-1.629339208950427","2.895956734630683","-1.3996980516776694","2.994190377809725","-1.075990111515009","2.697086018557068","-1.520985029244095","2.5635573933692197","-1.2216918111916455","2.840791505525043","-1.6798557237028158","2.6013422948775577","-1.2091254161839415","2.7619110178485697","-1.2826853821408226","2.823814887251914","-1.38680412708558","3.044458271888887","-1.209281599257154","2.865539758778059","-1.2522955070717885"
,"2.7450539268418055","-1.5482449804111338","2.7030559112230015","-1.214276573354429","2.8950392840868187","-1.2895330042248698","2.6569125322081293","-1.215494241726956","1.8996306592615715","-1.5310066069352257","2.818230210919126","-1.4402897934553838","3.035663725270804","-0.940052906135968","2.353357326203118","-1.4783436575787603","2.6736429561278254","-1.242421844619544","3.299646118659904","-1.371606987220044","2.743208117553983","-1.2249009433339513","2.163088205419835","-1.3669148033681764","2.4271330741988777","-1.0834755767104864","2.7408989052916155","-1.6491642987071071","3.225843818567289","-1.2535245515060371","2.723054993664774","-1.616329566461887","2.8167385172891723","-1.4988296716781027","2.6124101516504696","-1.3531249726388739","2.627621695207785","-1.755688061047958","2.3193282067905368","-1.6925615519129837","2.8831020842760413","-1.758810172429053","3.1302503609486565","-1.4303900805604117","2.7959323628593196","-1.5294628514617108","2.674342527411437","-1.827802254400785","3.111685173590473","-1.5720982886097994","2.9292591203767673","-1.5299292342826023","2.6783092680476095","-1.3979291561309288","2.6786814417974547","-1.4959329735757338","3.2195183452995924","-1.0448680081424762","2.867001962010805","-1.3945866844393138"
,"2.574936945926258","-1.7079223391357632","3.0788618036697093","-1.530869757097543","2.7829985997245785","-1.231603415620683","2.793389262057409","-1.6766926331158554","2.0131101083297844","-1.8972177278430022","2.859776155190881","-1.1709812050709258","2.7768566126434306","-1.4157513431777617","2.2536320087006203","-1.4571064726648268","2.7171084299487545","-1.5056401587881445","2.9982743389157367","-0.9705109413194346","2.4820019538058347","-1.4771472684316667","2.466761427512496","-1.65246155016489","2.753744602265648","-1.4155693910924005","2.8421281698653527","-1.9215717421444314","3.0882389011706186","-1.5242004047588402","2.5663612197183876","-1.6899207405386862","2.8500279237699004","-1.4896983641494064","2.5472553726436047","-1.335346421784846","2.504891005839908","-1.532494707769414","2.9252635677133854","-1.8010306827354756","2.857912883686974","-1.5553717467839214","2.9733919733151417","-1.193845994916785","2.7539633353363575","-1.120660571123946","2.5928099539225076","-1.3380681598471968","2.970708483112971","-1.3431788163529175","2.541996021911396","-1.345959774396691","2.7992797835659164","-0.909673887267207","2.8205355932303147","-1.370728097193262","3.0860221742212666","-1.3217815125799157","2.8243338707307357","-1.5049718282174134"
,"2.8305673405000142","-1.662755951823969","2.9949424348280496","-1.514449579400878","2.986695357134537","-1.2336593324119338","2.933762360303979","-1.1945180987729744","1.9899625903630858","-1.8365819682326452","2.6433608801244692","-1.357653386925653","3.2458154945338626","-1.078593555066573","2.3807930100527828","-1.591309438941501","2.541370839649203","-1.4843408150469213","3.162881273027641","-1.135706447089989","2.588969760704582","-1.500955253404752","2.0837756790990416","-1.3955535896777724","2.6869344502827555","-1.4859542758969617","2.5367433239938926","-1.4372099328717272","3.128784931797399","-0.9128274344749615","2.903025300644289","-2.0283345518931704","2.7498416574197884","-1.3621057771032983","2.5347973154717667","-1.1994870534191278","2.8796217699608775","-1.3799227659778308","2.658014543785405","-1.5897589145905495","2.767760599301464","-1.7398616394383843","3.056352316214933","-1.7515638857692635","2.8899708789195753","-1.245770067874205","2.700861694046114","-1.5684403557437863","3.0267319749329054","-1.9017300791232776","2.58115822937323","-1.3760780646967459","2.855872430032941","-1.4147568180677645","2.7735281722171066","-1.3925565191135183","3.5549555009398746","-1.3823597947247688","2.991755408338832","-1.2173203019851189"
,"3.0069734304635984","-1.3841884377392557","2.9723403306009084","-1.4786409226959019","2.7581578582153536","-1.340863347294351","2.8185854621316184","-1.6331310979291775","2.2016259191689502","-1.9392229454198244","3.1320311033945445","-1.3981369062223288","3.347963789544216","-1.502622771867465","2.5730683132620262","-1.4846692630174645","2.527955138672562","-1.4218978231216473","3.044526534994218","-1.4831828502353264","2.5905108643484813","-0.972476461143058","2.119729722345679","-1.7279809568565456","2.51579434411132","-1.073507969783274","2.9176439008319437","-1.0989357390353092","3.271893780252984","-0.9226551206886442","2.5515282738126723","-1.314247226582075","2.98406367721948","-1.896987886679807","2.710347496917608","-1.3595474073206482","2.750838409283897","-0.946308212323114","2.751378368496514","-1.7711836488346961","2.5302099033772576","-1.5028075842284208","3.0510353033537774","-1.5574636698025877","2.8361795419598677","-1.1611681636823283","2.891207649123075","-1.7068125536522212","2.818232914678638","-1.345341972857248","2.8247573290058017","-1.3789993090020976","2.5745099096834005","-1.0426480476125706","2.7256242991879667","-1.290022381119477","3.431017861332772","-1.1783753240349142","2.8101528442677965","-1.2386733509734331"
,"2.690162560276572","-1.8809216917572888","2.8757697991658766","-1.4596067286418153","2.7806886423356474","-0.8882797547365548","2.5440016737295914","-1.4022091110453205","1.942657984220421","-1.6909129670924583","2.7692404952156084","-1.1640765541699112","2.8303310664963486","-1.474124847610625","2.5033061238828527","-1.846787774229604","2.312638290150051","-1.8427864754432797","3.156264091066076","-1.4087327677086245","2.8240976210062354","-1.3747132903481587","2.237535830717632","-1.458497622683","2.443342686212489","-1.2643817760588822","2.536828151219374","-1.8972169956225298","3.306764442199144","-1.1843588158209375","2.657330875099528","-1.6596313562332383","2.9477378336108595","-1.5218437670842806","2.5330618492171904","-1.7095595339310814","2.593020701651239","-1.6153272616193082","2.905775469781549","-1.6194762371235378","2.725098086161688","-1.7288352646452139","3.1450173747560948","-1.355953786742049","3.016869903455828","-1.1751304575037025","2.7494634352610943","-1.4100009173833163","3.1947329166926672","-1.7737597273657968","2.858493374799452","-1.2505383879366616","2.747688804128157","-1.6768892702140894","2.81355135062704","-1.58450631650323","3.220811532342495","-1.3128796839991217","2.834460215330401","-1.5054546855371393"
,"2.9363667186169233","-1.2242404399591313","2.9166459570876366","-1.711985431632882","2.8871895384903614","-1.4039640144943502","2.794937675583711","-1.2349706319950473","2.089096430885377","-1.7527444741868559","2.567863557743145","-1.2120951462329248","3.248171289470574","-1.4372631911594753","2.5562782053536375","-1.4246643425356817","2.718245725267541","-1.2394703886875158","3.1466840238376035","-1.415248214217399","2.775197370099959","-1.383585103342531","1.8125477798712242","-1.258750251245933","2.5618019730457213","-1.4569967964237698","2.805272851714094","-1.484312667247485","3.174598773996262","-0.8363754074920098","2.844684058809528","-1.271149253305978","3.039928998967256","-1.8650705806086794","2.556603403595113","-1.6045747991185968","2.704208668224273","-1.4180580188582188","2.5130893368763014","-1.4683973134182162","2.8193370062816836","-1.7558164062649133","3.025955622329163","-1.2723784734745274","2.9267824193057166","-1.2597894700189711","2.562787289904112","-1.663362145970064","3.1981756671458434","-1.334979362909536","2.880599540449052","-1.533382637057777","2.8104249881810874","-1.3820279646048075","2.7308931321785175","-1.0667990240021943","3.4789805816030057","-1.310198408766455","2.9794231207951665","-1.4496890737389543"
,"2.861203900253556","-1.510698033145439","2.9515972400693293","-1.867433360606047","3.053271463630408","-1.2003744366766707","2.992717775562688","-1.6403531362289236","1.9884602299954224","-1.5531485218526608","2.3624337211923003","-1.4420876654695678","3.250035631175042","-1.0753067565293954","2.5512253232855544","-1.766304157098657","2.48401543092696","-1.5863769333753348","3.2214504955173995","-1.2588167957399374","2.7374994734131453","-1.3120762707855786","2.0773246629711193","-1.7233389225725724","2.786813463478869","-1.7169527426314606","2.5953244802969637","-1.7150110111306551","3.356256048656601","-1.3314547739761906","2.6116594339305554","-1.4040471453666206","2.8638679433337804","-1.802007725755195","2.7281903976438415","-0.985147592511051","2.743663290760783","-1.2669020778691924","2.698947237295665","-1.9691240471201386","2.70740855863451","-1.372529187304645","3.155419745438644","-1.6770366606479001","2.8842597717445995","-1.2348002335346908","2.9643541658234054","-1.754065357472722","3.192162535092028","-1.319645513743044","2.7042970372547823","-1.3470829946955396","2.6091160435825147","-1.3139392941077652","2.822527829082477","-1.4846994440847825","3.4245840970834336","-1.0505054650137677","3.0192668750870175","-1.0477881212054974"
,"2.790569950114695","-1.2062409647613772","2.7436741844253745","-1.1199777211163675","2.7369926352713283","-1.2033578887921437","3.0043544633258654","-1.5195215628979746","1.9772742332008495","-1.9434172461227879","2.817459550243415","-1.4935184672591306","3.1876819187633263","-0.8674552896548555","2.373008396932136","-1.4136282931485962","2.7448519668244864","-1.8977932295142665","3.18186525472626","-1.619500699468574","2.9993242940250777","-1.557885175438253","2.268733835974706","-1.7641465344119027","2.5712695731803636","-1.269514183651034","2.6988441097606053","-1.2899044250449925","3.231256490978211","-1.0374450033496525","2.9143031676725992","-1.606468052421159","2.7773272779101967","-1.558788040839101","2.728230026309813","-0.9674275329319697","2.712068306790328","-1.3982219359372532","2.787409469713809","-1.337615318244406","3.158796730666646","-1.5799706775373363","2.9910012916683066","-1.6454414987246642","3.104249633651718","-1.2094933108136123","2.7750534521746846","-1.6713637205153284","2.737665486186153","-1.8905438761443953","2.9661174369633057","-1.6411511814185784","3.0505402794468717","-1.537402966098559","2.808645618742369","-1.5991653000443458","3.5027126602647582","-1.2179582648226164","2.903513020516672","-1.7908282213546909"
,"2.853838916515251","-1.681482735255833","3.1389325784543027","-1.5112455951288817","3.119683513529292","-0.9624890541791115","2.9055659266152283","-1.6988830714314003","2.018369039207432","-2.176221001491812","2.786333687985509","-1.3314631807031978","3.094163318093458","-1.4863551345202146","2.5316020624921696","-1.6402667785019813","2.703106118630916","-1.5546203523400002","3.2376301990532697","-1.1799419046199588","2.8738105997707843","-1.7065451302381798","2.049501045493645","-1.9190413660723327","2.853634977584299","-1.4696768277898982","2.827766185143013","-1.4838530660941618","3.310601974342349","-1.504100298127798","2.8464860066244735","-1.1451026609630446","2.934007734421332","-1.2993993124693837","3.0534865775623716","-1.3051573643240806","2.713583463549275","-1.4372865884624695","2.831772364668215","-1.67433869690196","2.7709470071503564","-1.3056540490845296","3.197390191521391","-1.5968703034677005","3.121755692515045","-1.140642191887957","2.8956729064488256","-1.6159259650265836","3.1148582059480776","-0.974073274456163","2.7205954528650973","-1.7978216087975558","3.040976535271502","-1.0478041050354139","2.786673771256236","-1.6790283001676745","3.273825220385408","-1.4684745156551926","2.681357346392224","-1.9885681024051436"
,"2.778478131457383","-1.907162307152739","3.0699707931334053","-1.3393131198230153","2.9955887146913542","-1.0562921639599776","3.070911891551859","-1.3743044653743837","2.515757444672819","-1.7960512306505134","3.155098897845982","-1.5471275772681918","3.067385483518704","-1.0678789062303025","2.7165265196579664","-1.4513307398461892","2.8503576731252678","-1.6116000898457747","3.3929371647554163","-1.5583865266105745","2.9029384956719335","-1.5301609448673004","2.4643873305879387","-1.2645105811529957","2.5199756655116787","-1.4438199725268006","2.691787498730616","-1.6841832984949197","3.1354041868984104","-1.2531941560253659","2.796429360112201","-1.6035495061069798","3.0164810672209392","-1.4426951007171958","2.7756548215407135","-0.9313036743089498","2.6375088076917073","-1.0373562370701495","2.847479644186251","-1.7959842099221073","3.2334889243832907","-1.6327344615947956","3.1046571230135087","-1.6465482353908563","2.901560955418628","-1.5026176363659751","2.700339499083138","-1.9518343181244235","3.162145728484723","-1.1173474902348723","3.0184499337865685","-1.1865464875256597","2.8148465823148334","-1.2083826063946466","2.839225826925289","-1.3595565737580804","3.194892896911869","-1.2616847957640336","3.034118607922852","-1.5966358356250858"
,"3.139328742907804","-1.7057007858859408","3.110241908882069","-1.2494014346624192","2.967868543369877","-1.1781535890533197","2.9076630854346925","-1.228659281839341","2.240716199195252","-2.006611728680284","2.9032363740660054","-1.5753486504706284","3.354375658072034","-1.429081807125353","2.6134497887084636","-1.8544676109380427","3.0860214293175323","-1.460545959428931","3.3518612534970185","-1.3521200850737087","3.0172725917068135","-1.4817983927523841","2.183320667442784","-1.8388241705763428","2.9083803912018196","-1.2720674752810794","2.5644568828481327","-1.4798646769438404","3.169201016246713","-1.119382873366984","2.7597765794462146","-1.1181992933961233","2.939441841134749","-1.6956881359852392","2.691720316932475","-1.2519345418854062","2.9120570469732936","-1.3833198639901398","2.7547001468353596","-1.9278298246126524","2.855760043633087","-1.5061319578582597","3.0882895432582083","-1.4244661374808967","3.1514790054243815","-0.9916838367343495","2.9828315063489867","-1.7680962856031832","3.074159339423248","-1.6264951488325883","2.896652976874451","-1.531744467237022","3.0438879189188564","-1.5195994007203677","2.8276811495051977","-1.499419969775126","2.993464175204686","-1.1775620376317466","2.9415434988518006","-1.421602749518801"
,"3.0128267363255827","-1.5816448989732899","3.213882693430493","-1.3161779848564477","3.178590855817831","-1.33157679519991","3.173973938838912","-1.3580733427153462","2.355165343627111","-1.9716429203836887","2.869192597311699","-1.1022600264148543","3.3622820663279134","-1.371802777009721","2.691853466637733","-2.192706296496616","2.7775919783648715","-1.242358056761975","3.2621060003710203","-1.5348548005950833","2.9716062756305774","-1.1777957353571507","2.416893844684656","-1.3302826505918952","2.565904819147603","-1.1462881163677243","2.723510170197788","-1.7620200885435775","3.377720400372295","-1.2272944140503566","2.93384406852576","-1.296441557556726","2.91774704949001","-1.3607468899171333","2.7419673331152032","-1.514081678601245","2.8594760914606656","-1.4226838775135113","2.9422875027175626","-1.5174967927515444","2.892665546279799","-1.6306850353812248","3.3313144741574234","-1.2781727382785404","3.153034907100636","-0.8386288452397768","2.850576228068256","-1.9235196745640457","3.227532213282934","-0.9346608880097431","2.893912270415611","-1.6507597970492331","2.798889681751134","-1.2895004024729915","2.8951449412254555","-1.415291298045013","3.1912939440106345","-1.391049140251445","3.0391513365597476","-1.5217473272929414"
,"2.9094141165847724","-1.6072111148760522","3.161406271413338","-1.483236114761025","3.1937404833405005","-1.3072358992583295","2.818126216833454","-1.2038992124040047","2.1949288857303113","-2.060112203313326","2.7112312772196394","-1.489863044123389","3.2971480918074723","-1.531716949954914","2.5065049689689034","-1.7172213421817262","3.0664612152635087","-1.237725857660095","3.2773278577239777","-1.6084179075838922","2.8300499102552994","-1.6134998672466756","2.3395693294761517","-1.2821182301886471","2.467133824195233","-1.351391813152112","2.659687993292397","-1.2857076441238722","3.2454242915781517","-1.212243004879515","2.6519625436857166","-1.3819905096935468","2.86722746734056","-1.5863030550238943","2.687629782637821","-1.018720732240083","2.902354324660422","-1.0929750604582995","2.9510590371176786","-1.7499390498977945","2.851347668910558","-1.1885392449077667","3.20360640712593","-1.1978850128146943","3.0511319083757673","-1.49618818688855","2.973876322334291","-1.4833656807833917","3.1273102889013016","-1.546990834690366","3.202787301596279","-1.4580149483471605","2.7350245811683696","-1.2570068336000673","3.1594304284673473","-1.5106526489169934","3.5902789057483315","-1.220512472970537","3.07754019778264","-1.6029043916446533"
,"3.2587521811357916","-1.8375938566368895","3.203383246981166","-1.231040066822247","3.0700011988962737","-1.3439830961707544","2.969044734544133","-1.4286231685337905","1.9903219443561637","-2.0796919834335568","2.737517248001337","-1.44505048398772","3.3529573971804503","-1.493844343651697","2.737844810605794","-1.6337461507873552","3.036341273549143","-1.2994919481267595","3.167446486324011","-1.4442651133032387","2.829220706916467","-1.4993651775480292","2.5721766892214184","-1.852281825378047","2.684155417155503","-1.3223885229812906","2.7635885805437317","-1.5890644367733375","3.704667659741027","-1.357223755159895","2.7825995527583993","-1.471008884019653","2.896489710151011","-1.4405734504959773","2.8517809877674885","-1.2268490483591823","2.907493947689438","-1.4046165620229563","3.002849283284662","-1.669249045473327","2.81318478980768","-1.7108832908850984","3.1732112412376074","-1.4599542356153055","3.091087342139213","-1.3911134402757728","2.8917835897113338","-1.8903264275872442","2.9067466794030494","-1.5766488057718366","2.9917756674973632","-1.1971209910632372","3.0975650664786776","-1.0146947874286187","3.058748935110165","-1.5885371369463206","3.4361365141899554","-1.181133781519892","3.2077224169974756","-1.4678943194332237"
,"3.3916336063169545","-1.4176918096392772","3.2469793023201903","-1.7036069178419035","3.05919069153155","-1.3026085801121872","3.0048923727449504","-1.6137418438196163","2.1970338863482772","-1.5131418317652585","2.979321143550512","-1.6510196717425893","3.1287357602617547","-0.9472098347739709","2.8883202314431444","-1.5434822779833925","2.859969951994775","-1.6605462146662302","3.1885917685185534","-1.2632320410601672","3.1350194553809834","-1.6642680548875268","2.604054978439492","-1.3352911220814419","2.823282915548786","-1.328051560443839","2.8299579618062567","-1.4568822333345774","3.303195291806966","-1.2455929276738293","2.848969608056382","-1.8657791508421346","2.840085649542868","-1.881687769984268","2.855549856826428","-1.4609104860939301","2.9137154134121834","-1.3801061817346125","2.8875386059425683","-1.725793854899329","2.8644266424072007","-1.5429046405447784","3.18392748926187","-1.4387155704508674","3.3164048417983567","-1.3864268331405298","2.9454877878094488","-1.728479299545397","3.047028821223531","-1.0321540335092654","2.9924695327889057","-1.631181803901851","2.65173913933412","-1.5146468119580867","3.0239413417317924","-1.3070519963527283","3.353988022906549","-0.956367293015656","3.033931800602346","-1.648453708280146"
,"3.2921278403665455","-1.3440776324116632","2.8708821180796473","-1.2065581971929387","3.351109312100181","-1.0193099091368123","3.263774642615491","-1.6348835247653821","2.2983958349580687","-1.3789052920360234","2.9237250048818173","-1.2281634341535685","3.4250900416321173","-1.382845416988017","2.780237585074561","-1.7236612266588298","3.0464139324074346","-1.5397230191016162","3.392454533714191","-1.639584725085424","2.951397899785564","-1.1549499130335048","2.458386837030361","-1.4390262058391543","2.7189437680723674","-0.5926822824717595","3.048365453389943","-1.3745386420568968","3.3062982260173377","-1.3415593936148378","2.96932988303019","-1.2754513791528725","3.1497024532324915","-1.3366297661606923","2.9364584810380205","-1.1642373406831896","2.9908822119239122","-1.2376861417996414","2.872205787004037","-1.919222534045332","3.010239075512451","-1.4021001614736026","3.3469831325366193","-1.4305680790133126","3.5596655750663952","-1.571727680435825","2.7280297740795256","-1.7446451437544146","3.1808305545000115","-1.1829274445293088","3.0801511072309675","-1.4473128353305855","2.9874820012087224","-1.2866053124883081","3.0828402625950977","-1.348159557528839","3.3655891804176714","-1.0499918254442322","3.0618380064068615","-1.5426760021661352"
,"2.883475075796588","-1.8043475381544003","3.031924700728413","-0.9428295800473974","3.3852675947461535","-1.2337471829148465","3.210839896388535","-1.1635549169573693","2.364625292086629","-1.7880810260028097","3.10274585388885","-2.094423013449154","3.4307464815993622","-1.4920430058860144","2.4953649858586613","-1.7521393728587393","2.8109156161952686","-1.4931791986357694","3.4374502900038544","-1.4980243869017003","2.8312913237914414","-1.453170529982286","2.135134142262023","-1.5192917795428909","2.905720809087712","-1.419521474196714","2.6798202668772393","-1.7085741666083007","3.5053024106583623","-0.8750149241419874","2.6487031951141695","-1.2370957731793761","2.982219389070515","-1.313017597155079","2.6291630149214615","-1.2748910896937276","2.5939057303697024","-1.56286830439021","3.12021003300337","-1.7827171752065223","2.851595241601866","-1.2980632908607852","3.1268588925810548","-1.6427595605524175","3.2463876392925624","-1.4713048772526465","2.9392591493455056","-1.6590080144041788","3.07271786861665","-1.6542471729106998","3.0876299863104846","-1.3566572495247908","3.088551231177051","-1.4447707639882224","2.775227284873577","-1.7053672118053618","3.456964528005752","-0.9986112471922857","3.0421777525582234","-1.776514921855834"
,"3.411315132890229","-1.7496330867383623","2.9919202374932854","-1.004774948671152","3.3115751346453903","-1.4830279142965654","3.1032147822226466","-1.3700035398133357","1.9370831940145996","-1.832527734316479","2.8768570702196965","-1.634536772456274","3.5211913407482758","-1.2964338845934908","2.8298149103710752","-1.5787731070998423","2.9546363421127455","-1.8844597311955062","3.1517627392721566","-1.7147343517109896","2.844306494792677","-1.6941057153864607","2.4306695262906124","-1.488422613132546","2.513970450574297","-1.2110481726287914","3.0255026511404153","-1.7469873178146176","3.6271904850333243","-1.5241570317275377","2.8078675520362157","-1.8781740059741368","3.133723439345438","-1.4321216390655125","2.5735931028632177","-1.542619791866329","2.7610558956152875","-1.3425202815238892","3.099644480650472","-1.5018474666152644","3.1634958224019214","-1.6551213805035043","3.1676320192426135","-0.9684915564097197","3.003899579451021","-1.4183939083417731","2.955331747220427","-1.7832389953739778","3.09116090983429","-1.3876300895957376","3.0271482406341153","-1.7709160286697627","2.9405050963576103","-1.5289960352441696","2.8052085916642526","-1.4571520850928088","3.194079944002882","-1.0466263740456336","3.2963925429869265","-1.237154775880472"
,"3.3911208497903313","-1.7877263648706134","3.1609772468851602","-1.444841587865169","3.2233946550002797","-1.3758027304286453","2.8790814891140286","-1.4336108656343483","2.459670780549397","-1.7543083046865937","3.0727076150910078","-1.494954238760961","3.4559963891623133","-1.408136037777519","2.981321179799607","-1.7162501259537548","2.9512922622430056","-1.5486488549642548","3.021767569739909","-1.5712731149776398","3.0146752624826654","-1.647029589122346","2.638490339724012","-1.5969002381031452","2.9030793974478137","-1.010015502849674","2.7002115153770934","-1.7340708154543545","3.3486562045362405","-1.3464046478125689","2.747210973937942","-1.5379734552516835","3.319677954566177","-1.6898237195459405","3.09399887828517","-1.491186070387723","3.280564117160389","-1.4348708241995938","3.0540787627996147","-1.6397032155469602","3.1828114854447467","-1.8383312760348354","3.2875224804967775","-1.2825307658361418","3.3653416115531134","-1.1869617094967495","3.2276598172558013","-1.561943622952827","3.01342052102597","-1.5850132787475526","2.796713669866217","-1.4377785409618364","3.0042012892865047","-0.9559570318936269","3.113224596098507","-1.2039516962319263","3.3413727324174607","-0.9940374102507163","3.1455488685849833","-1.4538151555035186"
