0;0,0
1;-1,2578
2;-1,1558
3;-0,9061
4;-0,3727
5;-0,0485
6;0,26784
7;0,49586
8;0,58098
9;0,83419
10;0,85919
11;1,06916
12;1,12865
13;1,15483
14;1,27500
15;1,32956
16;1,44268
17;1,61354
18;1,48961
19;1,60569
20;1,61848
21;1,67694
22;1,69501
23;1,74741
24;1,89939
25;1,95895
26;1,90952
27;1,93624
28;2,01661
29;1,99260
30;2,00352
31;2,00912
32;2,02983
33;2,11129
34;2,15734
35;2,12977
36;2,24516
37;2,21660
38;2,18657
39;2,21117
40;2,23209
41;2,31061
42;2,27526
43;2,31723
44;2,27663
45;2,31561
46;2,37975
47;2,28287
48;2,35100
49;2,39939
50;2,42892
51;2,46531
52;2,46890
53;2,54676
54;2,41873
55;2,49641
56;2,47558
57;2,55476
58;2,58244
59;2,56989
60;2,58700
61;2,69558
62;2,58329
63;2,60287
64;2,69469
65;2,58835
66;2,70664
67;2,68494
68;2,67203
69;2,71511
70;2,67800
71;2,77818
72;2,73432
73;2,73390
74;2,79297
75;2,84065
76;2,72713
77;2,90475
78;2,79060
79;2,84416
80;2,87087
81;2,88558
82;2,91244
83;2,94392
84;2,95936
85;2,89353
86;2,86391
87;2,95988
88;2,97925
89;2,94017
90;2,99762
91;2,89095
92;3,04107
93;2,94859
94;3,07598
95;3,00087
96;2,93956
97;3,06133
98;3,04448
99;2,98854
100;3,09863
101;3,02260
102;3,06781
103;3,11964
104;3,18754
105;3,07363
106;3,08649
107;3,12284
108;3,10941
109;3,13313
110;3,14766
111;3,15579
112;3,18308
113;3,16739
114;3,18859
115;3,18572
116;3,16019
117;3,22834
118;3,22820
119;3,25219
120;3,20576
121;3,24831
122;3,28222
123;3,14319
124;3,25352
125;3,31315
126;3,34560
127;3,32345
128;3,26327
129;3,28965
130;3,30822
131;3,29872
132;3,34737
133;3,36407
134;3,35248
135;3,34310
136;3,29135
137;3,34662
138;3,23925
139;3,33320
140;3,30582
141;3,41738
142;3,38905
143;3,38213
144;3,45668
145;3,40902
146;3,40838
147;3,37412
148;3,36449
149;3,39037
150;3,40347
151;3,44228
152;3,37810
153;3,44254
154;3,45058
155;3,44163
156;3,48141
157;3,46186
158;3,42452
159;3,46319
160;3,41888
161;3,42318
162;3,50159
163;3,51717
164;3,57655
165;3,49647
166;3,46194
167;3,47048
168;3,48623
169;3,47713
170;3,43057
171;3,50551
172;3,54822
173;3,50539
174;3,45908
175;3,50976
176;3,53768
177;3,51856
178;3,56899
179;3,56431
180;3,56338
181;3,53739
182;3,47007
183;3,61419
184;3,50885
185;3,57524
186;3,62951
187;3,55292
188;3,52667
189;3,50565
190;3,58452
191;3,66360
192;3,51545
193;3,56050
194;3,56044
195;3,65855
196;3,50076
197;3,64263
198;3,62930
199;3,63993
200;3,60145
201;3,66269
202;3,69871
203;3,59300
204;3,65917
205;3,60926
206;3,60539
207;3,66948
208;3,69093
209;3,63995
210;3,75102
211;3,74243
212;3,65666
213;3,68484
214;3,71788
215;3,64520
216;3,65353
217;3,62833
218;3,62276
219;3,63817
220;3,60391
221;3,62613
222;3,66569
223;3,67757
224;3,63959
225;3,70634
226;3,67651
227;3,73128
228;3,73395
229;3,72166
230;3,59762
231;3,73994
232;3,71567
233;3,71617
234;3,72936
235;3,74564
236;3,72814
237;3,68100
238;3,74975
239;3,73706
240;3,75293
241;3,72364
242;3,74332
243;3,70220
244;3,77737
245;3,78464
246;3,80260
247;3,74477
248;3,71083
249;3,75857
250;3,71014
