0,"0,0"
1,"-1,1128"
2,"-1,2113"
3,"-0,6681"
4,"-0,3158"
5,"0,22317"
6,"0,44765"
7,"0,66741"
8,"0,88676"
9,"0,90654"
10,"1,19765"
11,"1,37970"
12,"1,43003"
13,"1,53549"
14,"1,72379"
15,"1,72150"
16,"1,75705"
17,"1,82611"
18,"1,87133"
19,"1,87632"
20,"1,97121"
21,"2,00142"
22,"2,01668"
23,"2,09294"
24,"2,16270"
25,"2,14101"
26,"2,16201"
27,"2,20881"
28,"2,24964"
29,"2,31792"
30,"2,34260"
31,"2,33370"
32,"2,52461"
33,"2,37916"
34,"2,51594"
35,"2,48666"
36,"2,48597"
37,"2,61929"
38,"2,55630"
39,"2,66273"
40,"2,60275"
41,"2,67159"
42,"2,66848"
43,"2,73027"
44,"2,74609"
45,"2,79661"
46,"2,76446"
47,"2,70323"
48,"2,78064"
49,"2,77992"
50,"2,81369"
51,"2,76861"
52,"2,89433"
53,"2,89143"
54,"2,88489"
55,"2,91367"
56,"2,94631"
57,"2,90135"
58,"2,97613"
59,"2,87715"
60,"2,99762"
61,"2,93877"
62,"3,03763"
63,"3,01934"
64,"3,12710"
65,"3,09523"
66,"3,06183"
67,"3,06713"
68,"3,13212"
69,"3,11750"
70,"3,08149"
71,"3,09595"
72,"3,19392"
73,"3,15267"
74,"3,09178"
75,"3,16806"
76,"3,24540"
77,"3,24035"
78,"3,18878"
79,"3,25419"
80,"3,24395"
81,"3,28246"
82,"3,32097"
83,"3,25590"
84,"3,24595"
85,"3,30911"
86,"3,25044"
87,"3,37175"
88,"3,36445"
89,"3,30503"
90,"3,34832"
91,"3,37123"
92,"3,48493"
93,"3,38498"
94,"3,40509"
95,"3,37084"
96,"3,37769"
97,"3,40237"
98,"3,39819"
99,"3,46618"
100,"3,38093"
101,"3,47991"
102,"3,39168"
103,"3,43704"
104,"3,53116"
105,"3,48903"
106,"3,54328"
107,"3,51087"
108,"3,49087"
109,"3,52546"
110,"3,60279"
111,"3,53612"
112,"3,58558"
113,"3,53149"
114,"3,51855"
115,"3,56812"
116,"3,61144"
117,"3,60666"
118,"3,68555"
119,"3,65212"
120,"3,64091"
121,"3,74982"
122,"3,63818"
123,"3,68635"
124,"3,66494"
125,"3,66491"
126,"3,70548"
127,"3,73662"
128,"3,74816"
129,"3,64919"
130,"3,72774"
131,"3,69706"
132,"3,73136"
133,"3,64410"
134,"3,77564"
135,"3,65940"
136,"3,73558"
137,"3,78066"
138,"3,71518"
139,"3,80752"
140,"3,79422"
141,"3,74150"
142,"3,81927"
143,"3,75033"
144,"3,76368"
145,"3,76610"
146,"3,76410"
147,"3,88065"
148,"3,82918"
149,"3,76225"
150,"3,86776"
151,"3,84620"
152,"3,78967"
153,"3,82639"
154,"3,74401"
155,"3,87395"
156,"3,79959"
157,"3,83941"
158,"3,87496"
159,"3,85054"
160,"3,89022"
161,"3,85787"
162,"3,95632"
163,"3,99786"
164,"3,90170"
165,"3,88255"
166,"3,91430"
167,"3,91917"
168,"3,90349"
169,"3,91268"
170,"3,90611"
171,"3,95207"
172,"3,92534"
173,"3,90132"
174,"3,94628"
175,"3,91893"
176,"3,88574"
177,"3,96370"
178,"3,89667"
179,"3,96032"
180,"3,98644"
181,"3,92943"
182,"4,01106"
183,"3,96033"
184,"4,00195"
185,"3,95814"
186,"4,01554"
187,"3,95768"
188,"4,01888"
189,"4,01460"
190,"3,92230"
191,"4,05637"
192,"3,94746"
193,"4,05257"
194,"4,01638"
195,"4,04291"
196,"4,00360"
197,"4,04241"
198,"4,13371"
199,"4,01306"
200,"4,09288"
201,"4,07377"
202,"4,04575"
203,"4,02771"
204,"4,06834"
205,"4,11560"
206,"4,06364"
207,"4,11696"
208,"3,97242"
209,"4,09522"
210,"4,04862"
211,"4,03402"
212,"4,11237"
213,"4,12303"
214,"4,11389"
215,"4,08431"
216,"4,10513"
217,"4,07912"
218,"4,09663"
219,"4,18290"
220,"4,12144"
221,"4,06394"
222,"4,13073"
223,"4,05223"
224,"4,13509"
225,"4,21072"
226,"4,09742"
227,"4,10987"
228,"4,07894"
229,"4,17016"
230,"4,13566"
231,"4,20473"
232,"4,11367"
233,"4,20117"
234,"4,12547"
235,"4,10849"
236,"4,15289"
237,"4,16051"
238,"4,21050"
239,"4,17367"
240,"4,17048"
241,"4,19402"
242,"4,18829"
243,"4,22910"
244,"4,24950"
245,"4,15831"
246,"4,19942"
247,"4,20212"
248,"4,18120"
249,"4,19675"
250,"4,20904"
