0,"0,0"
1,"-1,2700"
2,"-1,2402"
3,"-1,2604"
4,"-1,3201"
5,"-1,3036"
6,"-1,2368"
7,"-1,2609"
8,"-1,2560"
9,"-1,2936"
10,"-1,1384"
11,"-1,2629"
12,"-1,3228"
13,"-1,3094"
14,"-1,1261"
15,"-1,3768"
16,"-1,2235"
17,"-1,2410"
18,"-1,2885"
19,"-1,3415"
20,"-1,2021"
21,"-1,3584"
22,"-1,3204"
23,"-1,2851"
24,"-1,2484"
25,"-1,2449"
26,"-1,2384"
27,"-1,2817"
28,"-1,3315"
29,"-1,3162"
30,"-1,2865"
31,"-1,3055"
32,"-1,2162"
33,"-1,2094"
34,"-1,1907"
35,"-1,3312"
36,"-1,1536"
37,"-1,3336"
38,"-1,2190"
39,"-1,2825"
40,"-1,2326"
41,"-1,2480"
42,"-1,3068"
43,"-1,2969"
44,"-1,2886"
45,"-1,3441"
46,"-1,3115"
47,"-1,1747"
48,"-1,2073"
49,"-1,1990"
50,"-1,3135"
51,"-1,2521"
52,"-1,3951"
53,"-1,3279"
54,"-1,2508"
55,"-1,2165"
56,"-1,2609"
57,"-1,2276"
58,"-1,2973"
59,"-1,2239"
60,"-1,2849"
61,"-1,1825"
62,"-1,2713"
63,"-1,3020"
64,"-1,2487"
65,"-1,2602"
66,"-1,2501"
67,"-1,1353"
68,"-1,3413"
69,"-1,2944"
70,"-1,3860"
71,"-1,2357"
72,"-1,2706"
73,"-1,1524"
74,"-1,2921"
75,"-1,2561"
76,"-1,2758"
77,"-1,2335"
78,"-1,2394"
79,"-1,3375"
80,"-1,2245"
81,"-1,2606"
82,"-1,2152"
83,"-1,2133"
84,"-1,2169"
85,"-1,3583"
86,"-1,1864"
87,"-1,3062"
88,"-1,2597"
89,"-1,2584"
90,"-1,2562"
91,"-1,3122"
92,"-1,2257"
93,"-1,2725"
94,"-1,3125"
95,"-1,2757"
96,"-1,3419"
97,"-1,3544"
98,"-1,3123"
99,"-1,1672"
100,"-1,2040"
101,"-1,2750"
102,"-1,2368"
103,"-1,2245"
104,"-1,2932"
105,"-1,2728"
106,"-1,4039"
107,"-1,3142"
108,"-1,3165"
109,"-1,2366"
110,"-1,2981"
111,"-1,1603"
112,"-1,2205"
113,"-1,3085"
114,"-1,2504"
115,"-1,2456"
116,"-1,3216"
117,"-1,2752"
118,"-1,2940"
119,"-1,1279"
120,"-1,2795"
121,"-1,3095"
122,"-1,3025"
123,"-1,2238"
124,"-1,3654"
125,"-1,2090"
126,"-1,3194"
127,"-1,2639"
128,"-1,3051"
129,"-1,1538"
130,"-1,2889"
131,"-1,3135"
132,"-1,2616"
133,"-1,2555"
134,"-1,3305"
135,"-1,3212"
136,"-1,2264"
137,"-1,2400"
138,"-1,2681"
139,"-1,3111"
140,"-1,2777"
141,"-1,2418"
142,"-1,1933"
143,"-1,2595"
144,"-1,3633"
145,"-1,3775"
146,"-1,2532"
147,"-1,2592"
148,"-1,3131"
149,"-1,2135"
150,"-1,2889"
151,"-1,2790"
152,"-1,3283"
153,"-1,3380"
154,"-1,2907"
155,"-1,3371"
156,"-1,2479"
157,"-1,1744"
158,"-1,3408"
159,"-1,1504"
160,"-1,2441"
161,"-1,3450"
162,"-1,2089"
163,"-1,3290"
164,"-1,3195"
165,"-1,3326"
166,"-1,3318"
167,"-1,2750"
168,"-1,2666"
169,"-1,2338"
170,"-1,2984"
171,"-1,2667"
172,"-1,2397"
173,"-1,2418"
174,"-1,2774"
175,"-1,2281"
176,"-1,3318"
177,"-1,3420"
178,"-1,1829"
179,"-1,2594"
180,"-1,3177"
181,"-1,2509"
182,"-1,2545"
183,"-1,1919"
184,"-1,3955"
185,"-1,2678"
186,"-1,3195"
187,"-1,2822"
188,"-1,1859"
189,"-1,2823"
190,"-1,2407"
191,"-1,3190"
192,"-1,3401"
193,"-1,2969"
194,"-1,3998"
195,"-1,2646"
196,"-1,3200"
197,"-1,2015"
198,"-1,2185"
199,"-1,2550"
200,"-1,1622"
201,"-1,2634"
202,"-1,1923"
203,"-1,2746"
204,"-1,3390"
205,"-1,2326"
206,"-1,3209"
207,"-1,2345"
208,"-1,2576"
209,"-1,3380"
210,"-1,2267"
211,"-1,3034"
212,"-1,3294"
213,"-1,2161"
214,"-1,2219"
215,"-1,1971"
216,"-1,2350"
217,"-1,2707"
218,"-1,2181"
219,"-1,2159"
220,"-1,3744"
221,"-1,2746"
222,"-1,2543"
223,"-1,2197"
224,"-1,2288"
225,"-1,2860"
226,"-1,2036"
227,"-1,2742"
228,"-1,2850"
229,"-1,1705"
230,"-1,3173"
231,"-1,3177"
232,"-1,2605"
233,"-1,2641"
234,"-1,2977"
235,"-1,2121"
236,"-1,3130"
237,"-1,1843"
238,"-1,4318"
239,"-1,3358"
240,"-1,1989"
241,"-1,2881"
242,"-1,2343"
243,"-1,2598"
244,"-1,2917"
245,"-1,2699"
246,"-1,2912"
247,"-1,3888"
248,"-1,2586"
249,"-1,2639"
250,"-1,1923"
